Study ID,PMID,Graft Type,Title,,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Link
Alomar (2022),33619635,HT,Hamstring graft diameter above 7 mm has a lower risk of failure following anterior cruciate ligament reconstruction,Alomar (2022),"Alomar AZ, Nasser ASB, Kumar A, Kumar M, Das S, Mittal S.",Knee Surg Sports Traumatol Arthrosc. 2022 Jan;30(1):288-297. doi: 10.1007/s00167-021-06503-0. Epub 2021 Feb 23.,Alomar AZ,Knee Surg Sports Traumatol Arthrosc,2022,2/23/2021,,,10.1007/s00167-021-06503-0,Alomar (2022)
Krebs (2021),33621648,BPTB,Generalized Joint Laxity Is Associated With Increased Failure Rates of Primary Anterior Cruciate Ligament Reconstructions: A Systematic Review,Krebs (2021),"Krebs NM, Barber-Westin S, Noyes FR.",Arthroscopy. 2021 Jul;37(7):2337-2347. doi: 10.1016/j.arthro.2021.02.021. Epub 2021 Feb 20.,Krebs NM,Arthroscopy,2021,2/23/2021,,,10.1016/j.arthro.2021.02.021,Krebs (2021)
Yang (2020),33437619,HT,The long-term outcomes of different grafts in anterior cruciate ligament reconstruction: a network meta-analysis,Yang (2020),"Yang W, Huang X, Wang S, Wang H, Huang W, Shao Z.",J Orthop Translat. 2020 Apr 11;26:16-30. doi: 10.1016/j.jot.2020.03.008. eCollection 2021 Jan.,Yang W,J Orthop Translat,2020,1/13/2021,PMC7773980,,10.1016/j.jot.2020.03.008,Yang (2020)
Yang (2020),33437619,BPTB,The long-term outcomes of different grafts in anterior cruciate ligament reconstruction: a network meta-analysis,Yang (2020),"Yang W, Huang X, Wang S, Wang H, Huang W, Shao Z.",J Orthop Translat. 2020 Apr 11;26:16-30. doi: 10.1016/j.jot.2020.03.008. eCollection 2021 Jan.,Yang W,J Orthop Translat,2020,1/13/2021,PMC7773980,,10.1016/j.jot.2020.03.008,Yang (2020)
Zhao (2020),33235137,HT,Outcome of bone-patellar tendon-bone vs hamstring tendon autograft for anterior cruciate ligament reconstruction: A meta-analysis of randomized controlled trials with a 5-year minimum follow-up,Zhao (2020),"Zhao L, Lu M, Deng M, Xing J, He L, Wang C.",Medicine (Baltimore). 2020 Nov 25;99(48):e23476. doi: 10.1097/MD.0000000000023476.,Zhao L,Medicine (Baltimore),2020,11/25/2020,PMC7710199,,10.1097/MD.0000000000023476,Zhao (2020)
Zhao (2020),33235137,BPTB,Outcome of bone-patellar tendon-bone vs hamstring tendon autograft for anterior cruciate ligament reconstruction: A meta-analysis of randomized controlled trials with a 5-year minimum follow-up,Zhao (2020),"Zhao L, Lu M, Deng M, Xing J, He L, Wang C.",Medicine (Baltimore). 2020 Nov 25;99(48):e23476. doi: 10.1097/MD.0000000000023476.,Zhao L,Medicine (Baltimore),2020,11/25/2020,PMC7710199,,10.1097/MD.0000000000023476,Zhao (2020)
Mo (2020),33135006,QT,Comparative Efficacy of Graft Options in Anterior Cruciate Ligament Reconstruction: A Systematic Review and Network Meta-Analysis,Mo (2020),"Mo Z, Li D, Yang B, Tang S.",Arthrosc Sports Med Rehabil. 2020 Sep 25;2(5):e645-e654. doi: 10.1016/j.asmr.2020.05.007. eCollection 2020 Oct.,Mo Z,Arthrosc Sports Med Rehabil,2020,11/2/2020,PMC7588648,,10.1016/j.asmr.2020.05.007,Mo (2020)
Mo (2020),33135006,HT,Comparative Efficacy of Graft Options in Anterior Cruciate Ligament Reconstruction: A Systematic Review and Network Meta-Analysis,Mo (2020),"Mo Z, Li D, Yang B, Tang S.",Arthrosc Sports Med Rehabil. 2020 Sep 25;2(5):e645-e654. doi: 10.1016/j.asmr.2020.05.007. eCollection 2020 Oct.,Mo Z,Arthrosc Sports Med Rehabil,2020,11/2/2020,PMC7588648,,10.1016/j.asmr.2020.05.007,Mo (2020)
Mo (2020),33135006,BPTB,Comparative Efficacy of Graft Options in Anterior Cruciate Ligament Reconstruction: A Systematic Review and Network Meta-Analysis,Mo (2020),"Mo Z, Li D, Yang B, Tang S.",Arthrosc Sports Med Rehabil. 2020 Sep 25;2(5):e645-e654. doi: 10.1016/j.asmr.2020.05.007. eCollection 2020 Oct.,Mo Z,Arthrosc Sports Med Rehabil,2020,11/2/2020,PMC7588648,,10.1016/j.asmr.2020.05.007,Mo (2020)
Crum (2021),33098947,QT,Bone Versus All Soft Tissue Quadriceps Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review,Crum (2021),"Crum RJ, Kay J, Lesniak BP, Getgood A, Musahl V, de Sa D.",Arthroscopy. 2021 Mar;37(3):1040-1052. doi: 10.1016/j.arthro.2020.10.018. Epub 2020 Oct 21.,Crum RJ,Arthroscopy,2021,10/25/2020,PMC9004211,NIHMS1706504,10.1016/j.arthro.2020.10.018,Crum (2021)
He (2021),32984919,QT,Peroneus longus tendon autograft has functional outcomes comparable to hamstring tendon autograft for anterior cruciate ligament reconstruction: a systematic review and meta-analysis,He (2021),"He J, Tang Q, Ernst S, Linde MA, Smolinski P, Wu S, Fu F.",Knee Surg Sports Traumatol Arthrosc. 2021 Sep;29(9):2869-2879. doi: 10.1007/s00167-020-06279-9. Epub 2020 Sep 27.,He J,Knee Surg Sports Traumatol Arthrosc,2021,9/28/2020,,,10.1007/s00167-020-06279-9,He (2021)
He (2021),32984919,PLT,Peroneus longus tendon autograft has functional outcomes comparable to hamstring tendon autograft for anterior cruciate ligament reconstruction: a systematic review and meta-analysis,He (2021),"He J, Tang Q, Ernst S, Linde MA, Smolinski P, Wu S, Fu F.",Knee Surg Sports Traumatol Arthrosc. 2021 Sep;29(9):2869-2879. doi: 10.1007/s00167-020-06279-9. Epub 2020 Sep 27.,He J,Knee Surg Sports Traumatol Arthrosc,2021,9/28/2020,,,10.1007/s00167-020-06279-9,He (2021)
He (2021),32984919,HT,Peroneus longus tendon autograft has functional outcomes comparable to hamstring tendon autograft for anterior cruciate ligament reconstruction: a systematic review and meta-analysis,He (2021),"He J, Tang Q, Ernst S, Linde MA, Smolinski P, Wu S, Fu F.",Knee Surg Sports Traumatol Arthrosc. 2021 Sep;29(9):2869-2879. doi: 10.1007/s00167-020-06279-9. Epub 2020 Sep 27.,He J,Knee Surg Sports Traumatol Arthrosc,2021,9/28/2020,,,10.1007/s00167-020-06279-9,He (2021)
Moorthy (2021),32721544,HT,Superior Postoperative Stability and Functional Outcomes With Anteromedial Versus Transtibial Technique of Single-Bundle Autologous Hamstring Anterior Cruciate Ligament Reconstruction: A Meta-analysis of Prospective Randomized Controlled Trials,Moorthy (2021),"Moorthy V, Sayampanathan AA, Tan AHC.",Arthroscopy. 2021 Jan;37(1):328-337. doi: 10.1016/j.arthro.2020.07.018. Epub 2020 Jul 25.,Moorthy V,Arthroscopy,2021,7/30/2020,,,10.1016/j.arthro.2020.07.018,Moorthy (2021)
Li (2020),32700496,QT,[Outcomes of quadriceps tendon autograft versus bone-patellar tendon-bone autograft for anterior cruciate ligament reconstruction:a Meta-analysis],Li (2020),"Li F, Gu XD, Wei XC.",Zhongguo Gu Shang. 2020 Jul 25;33(7):677-83. doi: 10.12200/j.issn.1003-0034.2020.07.018.,Li F,Zhongguo Gu Shang,2020,7/24/2020,,,10.12200/j.issn.1003-0034.2020.07.018,Li (2020)
Li (2020),32700496,BPTB,[Outcomes of quadriceps tendon autograft versus bone-patellar tendon-bone autograft for anterior cruciate ligament reconstruction:a Meta-analysis],Li (2020),"Li F, Gu XD, Wei XC.",Zhongguo Gu Shang. 2020 Jul 25;33(7):677-83. doi: 10.12200/j.issn.1003-0034.2020.07.018.,Li F,Zhongguo Gu Shang,2020,7/24/2020,,,10.12200/j.issn.1003-0034.2020.07.018,Li (2020)
Shah (2020),32523288,HT,"Clinico-radiological outcomes following anatomical anterior cruciate ligament reconstruction using the TransLateral, all-inside technique",Shah (2020),"Shah R, Srinivasan S, Hamed Y, Menon DK.",J Clin Orthop Trauma. 2020 May;11(Suppl 3):S326-S331. doi: 10.1016/j.jcot.2019.09.008. Epub 2019 Sep 10.,Shah R,J Clin Orthop Trauma,2020,6/12/2020,PMC7275287,,10.1016/j.jcot.2019.09.008,Shah (2020)
He (2020),32482429,HT,Clinical Outcomes of the Central Third Patellar Tendon Versus Four-strand Hamstring Tendon Autograft Used for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Subgroup Meta-analysis of Randomized Controlled Trials,He (2020),"He X, Yang XG, Feng JT, Wang F, Huang HC, He JQ, Hu YC.",Injury. 2020 Aug;51(8):1714-1725. doi: 10.1016/j.injury.2020.05.025. Epub 2020 May 23.,He X,Injury,2020,6/3/2020,,,10.1016/j.injury.2020.05.025,He (2020)
He (2020),32482429,BPTB,Clinical Outcomes of the Central Third Patellar Tendon Versus Four-strand Hamstring Tendon Autograft Used for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Subgroup Meta-analysis of Randomized Controlled Trials,He (2020),"He X, Yang XG, Feng JT, Wang F, Huang HC, He JQ, Hu YC.",Injury. 2020 Aug;51(8):1714-1725. doi: 10.1016/j.injury.2020.05.025. Epub 2020 May 23.,He X,Injury,2020,6/3/2020,,,10.1016/j.injury.2020.05.025,He (2020)
Huang (2019),32440495,HT,Prevalence of patellofemoral joint osteoarthritis after anterior cruciate ligament injury and associated risk factors: A systematic review,Huang (2019),"Huang W, Ong TY, Fu SC, Yung SH.",J Orthop Translat. 2019 Aug 6;22:14-25. doi: 10.1016/j.jot.2019.07.004. eCollection 2020 May.,Huang W,J Orthop Translat,2019,5/23/2020,PMC7231960,,10.1016/j.jot.2019.07.004,Huang (2019)
Huang (2019),32440495,BPTB,Prevalence of patellofemoral joint osteoarthritis after anterior cruciate ligament injury and associated risk factors: A systematic review,Huang (2019),"Huang W, Ong TY, Fu SC, Yung SH.",J Orthop Translat. 2019 Aug 6;22:14-25. doi: 10.1016/j.jot.2019.07.004. eCollection 2020 May.,Huang W,J Orthop Translat,2019,5/23/2020,PMC7231960,,10.1016/j.jot.2019.07.004,Huang (2019)
Chen (2020),32387652,HT,Patellar Tendon Versus 4-Strand Semitendinosus and Gracilis Autografts for Anterior Cruciate Ligament Reconstruction: A Meta-analysis of Randomized Controlled Trials With Mid- to Long-Term Follow-Up,Chen (2020),"Chen H, Liu H, Chen L.",Arthroscopy. 2020 Aug;36(8):2279-2291.e8. doi: 10.1016/j.arthro.2020.04.024. Epub 2020 May 7.,Chen H,Arthroscopy,2020,5/11/2020,,,10.1016/j.arthro.2020.04.024,Chen (2020)
Chen (2020),32387652,BPTB,Patellar Tendon Versus 4-Strand Semitendinosus and Gracilis Autografts for Anterior Cruciate Ligament Reconstruction: A Meta-analysis of Randomized Controlled Trials With Mid- to Long-Term Follow-Up,Chen (2020),"Chen H, Liu H, Chen L.",Arthroscopy. 2020 Aug;36(8):2279-2291.e8. doi: 10.1016/j.arthro.2020.04.024. Epub 2020 May 7.,Chen H,Arthroscopy,2020,5/11/2020,,,10.1016/j.arthro.2020.04.024,Chen (2020)
Barber-Westin (2020),32374646,HT,One in 5 Athletes Sustain Reinjury Upon Return to High-Risk Sports After ACL Reconstruction: A Systematic Review in 1239 Athletes Younger Than 20 Years,Barber-Westin (2020),"Barber-Westin S, Noyes FR.",Sports Health. 2020 Nov/Dec;12(6):587-597. doi: 10.1177/1941738120912846. Epub 2020 May 6.,Barber-Westin S,Sports Health,2020,5/7/2020,PMC7785893,,10.1177/1941738120912846,Barber-Westin (2020)
Barber-Westin (2020),32374646,BPTB,One in 5 Athletes Sustain Reinjury Upon Return to High-Risk Sports After ACL Reconstruction: A Systematic Review in 1239 Athletes Younger Than 20 Years,Barber-Westin (2020),"Barber-Westin S, Noyes FR.",Sports Health. 2020 Nov/Dec;12(6):587-597. doi: 10.1177/1941738120912846. Epub 2020 May 6.,Barber-Westin S,Sports Health,2020,5/7/2020,PMC7785893,,10.1177/1941738120912846,Barber-Westin (2020)
Migliorini (2020),32367221,QT,Quadriceps tendon autograft for primary ACL reconstruction: a Bayesian network meta-analysis,Migliorini (2020),"Migliorini F, Eschweiler J, Mansy YE, Quack V, Tingart M, Driessen A.",Eur J Orthop Surg Traumatol. 2020 Oct;30(7):1129-1138. doi: 10.1007/s00590-020-02680-9. Epub 2020 May 4.,Migliorini F,Eur J Orthop Surg Traumatol,2020,5/6/2020,PMC8215032,,10.1007/s00590-020-02680-9,Migliorini (2020)
Migliorini (2020),32367221,HT,Quadriceps tendon autograft for primary ACL reconstruction: a Bayesian network meta-analysis,Migliorini (2020),"Migliorini F, Eschweiler J, Mansy YE, Quack V, Tingart M, Driessen A.",Eur J Orthop Surg Traumatol. 2020 Oct;30(7):1129-1138. doi: 10.1007/s00590-020-02680-9. Epub 2020 May 4.,Migliorini F,Eur J Orthop Surg Traumatol,2020,5/6/2020,PMC8215032,,10.1007/s00590-020-02680-9,Migliorini (2020)
Migliorini (2020),32367221,BPTB,Quadriceps tendon autograft for primary ACL reconstruction: a Bayesian network meta-analysis,Migliorini (2020),"Migliorini F, Eschweiler J, Mansy YE, Quack V, Tingart M, Driessen A.",Eur J Orthop Surg Traumatol. 2020 Oct;30(7):1129-1138. doi: 10.1007/s00590-020-02680-9. Epub 2020 May 4.,Migliorini F,Eur J Orthop Surg Traumatol,2020,5/6/2020,PMC8215032,,10.1007/s00590-020-02680-9,Migliorini (2020)
Hunt (2020),32320949,QT,The Effectiveness of Nonoperative Treatment for Anterior Cruciate Ligament Rupture on Patient-Reported Outcomes and Muscular Strength: A Critically Appraised Topic,Hunt (2020),"Hunt ER, Parise CN, Butterfield TA.",J Sport Rehabil. 2020 Apr 22;29(7):1032-1037. doi: 10.1123/jsr.2019-0131. Print 2020 Sep 1.,Hunt ER,J Sport Rehabil,2020,4/23/2020,,,10.1123/jsr.2019-0131,Hunt (2020)
Sun (2020),32180364,HT,Autografts vs Synthetics for Cruciate Ligament Reconstruction: A Systematic Review and Meta-Analysis,Sun (2020),"Sun J, Wei XC, Li L, Cao XM, Li K, Guo L, Lu JG, Duan ZQ, Xiang C, Wei L.",Orthop Surg. 2020 Apr;12(2):378-387. doi: 10.1111/os.12662. Epub 2020 Mar 16.,Sun J,Orthop Surg,2020,3/18/2020,PMC7189042,,10.1111/os.12662,Sun (2020)
Sun (2020),32180364,BPTB,Autografts vs Synthetics for Cruciate Ligament Reconstruction: A Systematic Review and Meta-Analysis,Sun (2020),"Sun J, Wei XC, Li L, Cao XM, Li K, Guo L, Lu JG, Duan ZQ, Xiang C, Wei L.",Orthop Surg. 2020 Apr;12(2):378-387. doi: 10.1111/os.12662. Epub 2020 Mar 16.,Sun J,Orthop Surg,2020,3/18/2020,PMC7189042,,10.1111/os.12662,Sun (2020)
Chen (2019),32010729,HT,Bone-Patellar Tendon-Bone Autografts Versus Hamstring Autografts Using the Same Suspensory Fixations in ACL Reconstruction: A Systematic Review and Meta-analysis,Chen (2019),"Chen W, Li H, Chen Y, Jiang F, Wu Y, Chen S.",Orthop J Sports Med. 2019 Nov 27;7(11):2325967119885314. doi: 10.1177/2325967119885314. eCollection 2019 Nov.,Chen W,Orthop J Sports Med,2019,2/4/2020,PMC6967236,,10.1177/2325967119885314,Chen (2019)
Chen (2019),32010729,BPTB,Bone-Patellar Tendon-Bone Autografts Versus Hamstring Autografts Using the Same Suspensory Fixations in ACL Reconstruction: A Systematic Review and Meta-analysis,Chen (2019),"Chen W, Li H, Chen Y, Jiang F, Wu Y, Chen S.",Orthop J Sports Med. 2019 Nov 27;7(11):2325967119885314. doi: 10.1177/2325967119885314. eCollection 2019 Nov.,Chen W,Orthop J Sports Med,2019,2/4/2020,PMC6967236,,10.1177/2325967119885314,Chen (2019)
Davey (2020),31987693,HT,Anterior Cruciate Ligament Reconstruction with Platelet-Rich Plasma: A Systematic Review of Randomized Control Trials,Davey (2020),"Davey MS, Hurley ET, Withers D, Moran R, Moran CJ.",Arthroscopy. 2020 Apr;36(4):1204-1210. doi: 10.1016/j.arthro.2019.11.004. Epub 2020 Jan 25.,Davey MS,Arthroscopy,2020,1/29/2020,,,10.1016/j.arthro.2019.11.004,Davey (2020)
Davey (2020),31987693,BPTB,Anterior Cruciate Ligament Reconstruction with Platelet-Rich Plasma: A Systematic Review of Randomized Control Trials,Davey (2020),"Davey MS, Hurley ET, Withers D, Moran R, Moran CJ.",Arthroscopy. 2020 Apr;36(4):1204-1210. doi: 10.1016/j.arthro.2019.11.004. Epub 2020 Jan 25.,Davey MS,Arthroscopy,2020,1/29/2020,,,10.1016/j.arthro.2019.11.004,Davey (2020)
Belk (2020),31919024,HT,Comparing Hamstring Autograft With Hybrid Graft for Anterior Cruciate Ligament Reconstruction: A Systematic Review,Belk (2020),"Belk JW, Kraeutler MJ, Houck DA, Smith JR, McCarty EC.",Arthroscopy. 2020 Apr;36(4):1189-1201. doi: 10.1016/j.arthro.2019.10.010. Epub 2020 Jan 7.,Belk JW,Arthroscopy,2020,1/11/2020,,,10.1016/j.arthro.2019.10.010,Belk (2020)
Yang (2020),31858199,QT,Network meta-analysis of knee outcomes following anterior cruciate ligament reconstruction with various types of tendon grafts,Yang (2020),"Yang XG, Wang F, He X, Feng JT, Hu YC, Zhang H, Yang L, Hua K.",Int Orthop. 2020 Feb;44(2):365-380. doi: 10.1007/s00264-019-04417-8. Epub 2019 Dec 19.,Yang XG,Int Orthop,2020,12/21/2019,,,10.1007/s00264-019-04417-8,Yang (2020)
Yang (2020),31858199,HT,Network meta-analysis of knee outcomes following anterior cruciate ligament reconstruction with various types of tendon grafts,Yang (2020),"Yang XG, Wang F, He X, Feng JT, Hu YC, Zhang H, Yang L, Hua K.",Int Orthop. 2020 Feb;44(2):365-380. doi: 10.1007/s00264-019-04417-8. Epub 2019 Dec 19.,Yang XG,Int Orthop,2020,12/21/2019,,,10.1007/s00264-019-04417-8,Yang (2020)
Yang (2020),31858199,BPTB,Network meta-analysis of knee outcomes following anterior cruciate ligament reconstruction with various types of tendon grafts,Yang (2020),"Yang XG, Wang F, He X, Feng JT, Hu YC, Zhang H, Yang L, Hua K.",Int Orthop. 2020 Feb;44(2):365-380. doi: 10.1007/s00264-019-04417-8. Epub 2019 Dec 19.,Yang XG,Int Orthop,2020,12/21/2019,,,10.1007/s00264-019-04417-8,Yang (2020)
Tejpal (2019),31853457,HT,Anteromedial Portal Double-Bundle Anterior Cruciate Ligament Reconstruction Yields Similar Outcomes to Non-AMP Femoral Drilling Double-Bundle Techniques: A Systematic Review of Comparative Studies,Tejpal (2019),"Tejpal T, Gupta A, Shanmugaraj A, Horner NS, Simunovic N, Peterson DC, Ayeni OR.",Orthop J Sports Med. 2019 Dec 11;7(12):2325967119888140. doi: 10.1177/2325967119888140. eCollection 2019 Dec.,Tejpal T,Orthop J Sports Med,2019,12/20/2019,PMC6906356,,10.1177/2325967119888140,Tejpal (2019)
Sundemo (2019),31798951,HT,Generalised joint hypermobility increases ACL injury risk and is associated with inferior outcome after ACL reconstruction: a systematic review,Sundemo (2019),"Sundemo D, Hamrin Senorski E, Karlsson L, Horvath A, Juul-Kristensen B, Karlsson J, Ayeni OR, Samuelsson K.",BMJ Open Sport Exerc Med. 2019 Nov 10;5(1):e000620. doi: 10.1136/bmjsem-2019-000620. eCollection 2019.,Sundemo D,BMJ Open Sport Exerc Med,2019,12/5/2019,PMC6863654,,10.1136/bmjsem-2019-000620,Sundemo (2019)
Sundemo (2019),31798951,BPTB,Generalised joint hypermobility increases ACL injury risk and is associated with inferior outcome after ACL reconstruction: a systematic review,Sundemo (2019),"Sundemo D, Hamrin Senorski E, Karlsson L, Horvath A, Juul-Kristensen B, Karlsson J, Ayeni OR, Samuelsson K.",BMJ Open Sport Exerc Med. 2019 Nov 10;5(1):e000620. doi: 10.1136/bmjsem-2019-000620. eCollection 2019.,Sundemo D,BMJ Open Sport Exerc Med,2019,12/5/2019,PMC6863654,,10.1136/bmjsem-2019-000620,Sundemo (2019)
Nyland (2020),31538227,QT,Quadriceps tendon autograft ACL reconstruction has less pivot shift laxity and lower failure rates than hamstring tendon autografts,Nyland (2020),"Nyland J, Collis P, Huffstutler A, Sachdeva S, Spears JR, Greene J, Caborn DNM.",Knee Surg Sports Traumatol Arthrosc. 2020 Feb;28(2):509-518. doi: 10.1007/s00167-019-05720-y. Epub 2019 Sep 19.,Nyland J,Knee Surg Sports Traumatol Arthrosc,2020,9/21/2019,,,10.1007/s00167-019-05720-y,Nyland (2020)
Nyland (2020),31538227,HT,Quadriceps tendon autograft ACL reconstruction has less pivot shift laxity and lower failure rates than hamstring tendon autografts,Nyland (2020),"Nyland J, Collis P, Huffstutler A, Sachdeva S, Spears JR, Greene J, Caborn DNM.",Knee Surg Sports Traumatol Arthrosc. 2020 Feb;28(2):509-518. doi: 10.1007/s00167-019-05720-y. Epub 2019 Sep 19.,Nyland J,Knee Surg Sports Traumatol Arthrosc,2020,9/21/2019,,,10.1007/s00167-019-05720-y,Nyland (2020)
Mehran (2020),31305357,QT,Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction,Mehran (2020),"Mehran N, Damodar D, Shu Yang J.",J Am Acad Orthop Surg. 2020 Jan 15;28(2):45-52. doi: 10.5435/JAAOS-D-19-00032.,Mehran N,J Am Acad Orthop Surg,2020,7/16/2019,,,10.5435/JAAOS-D-19-00032,Mehran (2020)
Mehran (2020),31305357,HT,Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction,Mehran (2020),"Mehran N, Damodar D, Shu Yang J.",J Am Acad Orthop Surg. 2020 Jan 15;28(2):45-52. doi: 10.5435/JAAOS-D-19-00032.,Mehran N,J Am Acad Orthop Surg,2020,7/16/2019,,,10.5435/JAAOS-D-19-00032,Mehran (2020)
Mehran (2020),31305357,BPTB,Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction,Mehran (2020),"Mehran N, Damodar D, Shu Yang J.",J Am Acad Orthop Surg. 2020 Jan 15;28(2):45-52. doi: 10.5435/JAAOS-D-19-00032.,Mehran N,J Am Acad Orthop Surg,2020,7/16/2019,,,10.5435/JAAOS-D-19-00032,Mehran (2020)
Ajrawat (2021),31233432,QT,A Comparison of Quadriceps Tendon Autograft With Bone-Patellar Tendon-Bone Autograft and Hamstring Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review and Quantitative Synthesis,Ajrawat (2021),"Ajrawat P, Dwyer T, Whelan D, Theodoropoulos J, Murnaghan L, Bhargava M, Ogilvie-Harris D, Chahal J.",Clin J Sport Med. 2021 Jul 1;31(4):392-399. doi: 10.1097/JSM.0000000000000765.,Ajrawat P,Clin J Sport Med,2021,6/25/2019,,,10.1097/JSM.0000000000000765,Ajrawat (2021)
Ajrawat (2021),31233432,HT,A Comparison of Quadriceps Tendon Autograft With Bone-Patellar Tendon-Bone Autograft and Hamstring Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review and Quantitative Synthesis,Ajrawat (2021),"Ajrawat P, Dwyer T, Whelan D, Theodoropoulos J, Murnaghan L, Bhargava M, Ogilvie-Harris D, Chahal J.",Clin J Sport Med. 2021 Jul 1;31(4):392-399. doi: 10.1097/JSM.0000000000000765.,Ajrawat P,Clin J Sport Med,2021,6/25/2019,,,10.1097/JSM.0000000000000765,Ajrawat (2021)
Ajrawat (2021),31233432,BPTB,A Comparison of Quadriceps Tendon Autograft With Bone-Patellar Tendon-Bone Autograft and Hamstring Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review and Quantitative Synthesis,Ajrawat (2021),"Ajrawat P, Dwyer T, Whelan D, Theodoropoulos J, Murnaghan L, Bhargava M, Ogilvie-Harris D, Chahal J.",Clin J Sport Med. 2021 Jul 1;31(4):392-399. doi: 10.1097/JSM.0000000000000765.,Ajrawat P,Clin J Sport Med,2021,6/25/2019,,,10.1097/JSM.0000000000000765,Ajrawat (2021)
Wang (2020),31166113,HT,Hamstring Autograft Versus Hybrid Graft for Anterior Cruciate Ligament Reconstruction: A Systematic Review,Wang (2020),"Wang HD, Gao SJ, Zhang YZ.",Am J Sports Med. 2020 Mar;48(4):1014-1022. doi: 10.1177/0363546519849483. Epub 2019 Jun 5.,Wang HD,Am J Sports Med,2020,6/6/2019,,,10.1177/0363546519849483,Wang (2020)
Sochacki (2019),31053462,HT,Hamstring Autograft Versus Hybrid Graft in Anterior Cruciate Ligament Reconstruction: A Systematic Review of Comparative Studies,Sochacki (2019),"Sochacki KR, McCulloch PC, Lintner DM, Harris JD.",Arthroscopy. 2019 Jun;35(6):1905-1913. doi: 10.1016/j.arthro.2018.11.070. Epub 2019 Apr 30.,Sochacki KR,Arthroscopy,2019,5/5/2019,,,10.1016/j.arthro.2018.11.070,Sochacki (2019)
Salem (2019),30964537,HT,Anterior Cruciate Ligament Reconstruction in Young Females: A Systematic Review of Patellar Tendon Versus Hamstring Tendon Autografts,Salem (2019),"Salem HS, Kraeutler MJ, Carter AH, Tjoumakaris FP, Freedman KB.",Orthopedics. 2019 May 1;42(3):e295-e304. doi: 10.3928/01477447-20190403-05. Epub 2019 Apr 9.,Salem HS,Orthopedics,2019,4/10/2019,,,10.3928/01477447-20190403-05,Salem (2019)
Salem (2019),30964537,BPTB,Anterior Cruciate Ligament Reconstruction in Young Females: A Systematic Review of Patellar Tendon Versus Hamstring Tendon Autografts,Salem (2019),"Salem HS, Kraeutler MJ, Carter AH, Tjoumakaris FP, Freedman KB.",Orthopedics. 2019 May 1;42(3):e295-e304. doi: 10.3928/01477447-20190403-05. Epub 2019 Apr 9.,Salem HS,Orthopedics,2019,4/10/2019,,,10.3928/01477447-20190403-05,Salem (2019)
Crum (2020),30959537,QT,Aperture and Suspensory Fixation Equally Efficacious for Quadriceps Tendon Graft Fixation in Primary ACL Reconstruction: A Systematic Review,Crum (2020),"Crum RJ, de Sa D, Kanakamedala AC, Obioha OA, Lesniak BP, Musahl V.",J Knee Surg. 2020 Jul;33(7):704-721. doi: 10.1055/s-0039-1685160. Epub 2019 Apr 8.,Crum RJ,J Knee Surg,2020,4/9/2019,PMC7683008,NIHMS1059052,10.1055/s-0039-1685160,Crum (2020)
Mouarbes (2019),30790526,QT,Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Outcomes for Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring-Tendon Autografts,Mouarbes (2019),"Mouarbes D, Menetrey J, Marot V, Courtot L, Berard E, Cavaignac E.",Am J Sports Med. 2019 Dec;47(14):3531-3540. doi: 10.1177/0363546518825340. Epub 2019 Feb 21.,Mouarbes D,Am J Sports Med,2019,2/22/2019,,,10.1177/0363546518825340,Mouarbes (2019)
Mouarbes (2019),30790526,HT,Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Outcomes for Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring-Tendon Autografts,Mouarbes (2019),"Mouarbes D, Menetrey J, Marot V, Courtot L, Berard E, Cavaignac E.",Am J Sports Med. 2019 Dec;47(14):3531-3540. doi: 10.1177/0363546518825340. Epub 2019 Feb 21.,Mouarbes D,Am J Sports Med,2019,2/22/2019,,,10.1177/0363546518825340,Mouarbes (2019)
Mouarbes (2019),30790526,BPTB,Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Outcomes for Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring-Tendon Autografts,Mouarbes (2019),"Mouarbes D, Menetrey J, Marot V, Courtot L, Berard E, Cavaignac E.",Am J Sports Med. 2019 Dec;47(14):3531-3540. doi: 10.1177/0363546518825340. Epub 2019 Feb 21.,Mouarbes D,Am J Sports Med,2019,2/22/2019,,,10.1177/0363546518825340,Mouarbes (2019)
