id,study_id,source,authors,first_author,Title,short_title,Publication Year,DOI,Journal/Book,deduplication,title_abstract_screening,full-text_screening,reason_for_exclusion
,Grassi A (2022),PubMed,"Grassi A, Di Paolo S, Dal Fabbro G, Eroglu ON, Macchiarola L, Lucidi GA, Zaffagnini S.",Grassi,Objective laxity and subjective outcomes are more influenced by meniscal treatment than anterior cruciate ligament reconstruction technique at minimum2 years of follow-up,Objective laxity and subjective out,2022,10.1016/j.jisako.2022.04.006,J ISAKOS,Grassi2022,,,
,Jin T (2022),PubMed,"Jin T, Li Y, Yang G, Liao X, Wang G, Wang F.",Jin,Comparison of Rapid Rehabilitation after Anterior Cruciate Ligament Reconstruction with Tensioning Technique and Traditional Rehabilitation,Comparison of Rapid Rehabilitation ,2022,10.1155/2022/6779207,Dis Markers,Jin2022,,,
,Labianca L (2022),PubMed,"Labianca L, Andreozzi V, Princi G, Princi AA, Calderaro C, Guzzini M, Ferretti A.",Labianca,"The effectiveness of Kinesio Taping in improving pain and edema during early rehabilitation after Anterior Cruciate Ligament Reconstruction: A Prospective, Randomized, Control Study",The effectiveness of Kinesio Taping,2022,10.23750/abm.v92i6.10875,Acta Biomed,Labianca2022,,,
,Firth AD (2022),PubMed,"Firth AD, Bryant DM, Litchfield R, McCormack RG, Heard M, MacDonald PB, Spalding T, Verdonk PCM, Peterson D, Bardana D, Rezansoff A; STABILITY Study Group; Getgood AMJ, Willits K, Birmingham T, Hewison C, Wanlin S, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, Boyer D, Zomar M, Moon K, Moon R, Fan B, Mohan B, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Howells F, Tough M, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Milan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Declerq G, Vuylsteke K, Van Haver M.",Firth,Predictors of Graft Failure in Young Active Patients Undergoing Hamstring Autograft Anterior Cruciate Ligament Reconstruction With or Without a Lateral Extra-articular Tenodesis: The Stability Experience,Predictors of Graft Failure in Youn,2022,10.1177/03635465211061150,Am J Sports Med,Firth2022,,,
,Getgood AMJ (2020),PubMed,"Getgood AMJ, Bryant DM, Litchfield R, Heard M, McCormack RG, Rezansoff A, Peterson D, Bardana D, MacDonald PB, Verdonk PCM, Spalding T; STABILITY Study Group; Willits K, Birmingham T, Hewison C, Wanlin S, Firth A, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, Boyer D, Zomar M, Moon K, Pritchett R, Payne K, Fan B, Mohan B, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Howells F, Tough M, Spalding T, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Millan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Declercq G, Vuylsteke K, Van Haver M.",Getgood,Lateral Extra-articular Tenodesis Reduces Failure of Hamstring Tendon Autograft Anterior Cruciate Ligament Reconstruction: 2-Year Outcomes From the STABILITY Study Randomized Clinical Trial,Lateral Extra-articular Tenodesis R,2020,10.1177/0363546519896333,Am J Sports Med,Getgood2020,,,
,Tajima T (2019),PubMed,"Tajima T, Yamaguchi N, Nagasawa M, Morita Y, Nakamura Y, Chosa E.",Tajima,Early weight-bearing after anterior cruciate ligament reconstruction with hamstring grafts induce femoral bone tunnel enlargement: a prospective clinical and radiographic study,Early weight-bearing after anterior,2019,10.1186/s12891-019-2653-6,BMC Musculoskelet Disord,Tajima2019,,,
,Mayr HO (2018),PubMed,"Mayr HO, Bruder S, Hube R, Bernstein A, Suedkamp NP, Stoehr A.",Mayr,Single-Bundle Versus Double-Bundle Anterior Cruciate Ligament Reconstruction-5-Year Results,Single-Bundle Versus Double-Bundle ,2018,10.1016/j.arthro.2018.03.034,Arthroscopy,Mayr2018,,,
,Ateschrang A (2016),PubMed,"Ateschrang A, DÃ¶bele S, Freude T, StÃ¶ckle U, SchrÃ¶ter S, Kraus TM.",Ateschrang,Acute MCL and ACL injuries: first results of minimal-invasive MCL ligament bracing with combined ACL single-bundle reconstruction,Acute MCL and ACL injuries: first r,2016,10.1007/s00402-016-2497-6,Arch Orthop Trauma Surg,Ateschrang2016,,,
,Tsoukas D (2016),PubMed,"Tsoukas D, Fotopoulos V, Basdekis G, Makridis KG.",Tsoukas,No difference in osteoarthritis after surgical and non-surgical treatment of ACL-injured knees after 10Â years,No difference in osteoarthritis aft,2016,10.1007/s00167-015-3593-9,Knee Surg Sports Traumatol Arthrosc,Tsoukas2016,,,
,Offerhaus C (2015),PubMed,"Offerhaus C, Balke M, Braas M, Pennig D, Gick S, HÃ¶her J.",Offerhaus,[Knee laxity in anterior cruciate ligament reconstruction : The influence of graft rotation using interference screw fixation],Knee laxity in anterior cruciate li,2015,10.1007/s00132-015-3102-3,Orthopade,Offerhaus2015,,,
,Offerhaus C (2014),PubMed,"Offerhaus C, Balke M, Braas M, Pennig D, Gick S, HÃ¶her J.",Offerhaus,[Knee laxity in anterior cruciate ligament reconstruction. The influence of graft rotation using interference screw fixation],Knee laxity in anterior cruciate li,2014,10.1007/s00113-013-2420-3,Unfallchirurg,Offerhaus2014,,,
,Iorio R (2013),PubMed,"Iorio R, Di Sanzo V, VadalÃ  A, Mazza D, Valeo L, Messano GA, Redler A, Iorio C, Bolle G, Conteduca F, Ferretti A.",Iorio,Nanohydroxyapatite-based bone graft substitute in tunnel enlargement after ACL surgery: RMN study,Nanohydroxyapatite-based bone graft,2013,10.7417/CT.2013.1540,Clin Ter,Iorio2013,,,
,Koutras G (2013),PubMed,"Koutras G, Papadopoulos P, Terzidis IP, Gigis I, Pappas E.",Koutras,Short-term functional and clinical outcomes after ACL reconstruction with hamstrings autograft: transtibial versus anteromedial portal technique,Short-term functional and clinical ,2013,10.1007/s00167-012-2323-9,Knee Surg Sports Traumatol Arthrosc,Koutras2013,,,
,Zhang Q (2012),PubMed,"Zhang Q, Zhang S, Li R, Liu Y, Cao X.",Zhang,Comparison of two methods of femoral tunnel preparation in single-bundle anterior cruciate ligament reconstruction: a prospective randomized study,Comparison of two methods of femora,2012,10.1590/s0102-86502012000800010,Acta Cir Bras,Zhang2012,,,
,ZeliÄ‡ Z (2012),PubMed,"ZeliÄ‡ Z, JovanoviÄ‡ S, Wertheimer V, SariÄ‡ G, Biuk E, Gulan G.",ZeliÄ‡,Results of the surgical reconstruction of the anterior cruciate ligament,Results of the surgical reconstruct,2012,,Coll Antropol,ZeliÄ‡2012,,,
,Lahner M (2012),PubMed,"Lahner M, Vogel T, Schulz MS, Strobel MJ.",Lahner,[Outcome 4 years after isolated single-bundle posterior cruciate ligament reconstruction],Outcome 4 years after isolated sing,2012,10.1007/s00132-012-1898-7,Orthopade,Lahner2012,,,
,Yasuda K (2012),PubMed,"Yasuda K, Kondo E, Kitamura N, Kawaguchi Y, Kai S, Tanabe Y.",Yasuda,A pilot study of anatomic double-bundle anterior cruciate ligament reconstruction with ligament remnant tissue preservation,A pilot study of anatomic double-bu,2012,10.1016/j.arthro.2011.08.305,Arthroscopy,Yasuda2012,,,
,Noh JH (2011),PubMed,"Noh JH, Yang BG, Roh YH, Kim SW, Kim W.",Noh,Anterior cruciate ligament reconstruction using 4-strand hamstring autograft: conventional single-bundle technique versus oval-footprint technique,Anterior cruciate ligament reconstr,2011,10.1016/j.arthro.2011.06.027,Arthroscopy,Noh2011,,,
,Gobbi A (2012),PubMed,"Gobbi A, Mahajan V, Karnatzikos G, Nakamura N.",Gobbi,Single- versus double-bundle ACL reconstruction: is there any difference in stability and function at 3-year followup?,Single- versus double-bundle ACL re,2012,10.1007/s11999-011-1940-9,Clin Orthop Relat Res,Gobbi2012,,,
,Isberg J (2011),PubMed,"Isberg J, FaxÃ©n E, Laxdal G, Eriksson BI, KÃ¤rrholm J, Karlsson J.",Isberg,Will early reconstruction prevent abnormal kinematics after ACL injury? Two-year follow-up using dynamic radiostereometry in 14 patients operated with hamstring autografts,Will early reconstruction prevent a,2011,10.1007/s00167-011-1399-y,Knee Surg Sports Traumatol Arthrosc,Isberg2011,,,
,Izawa T (2011),PubMed,"Izawa T, Okazaki K, Tashiro Y, Matsubara H, Miura H, Matsuda S, Hashizume M, Iwamoto Y.",Izawa,Comparison of rotatory stability after anterior cruciate ligament reconstruction between single-bundle and double-bundle techniques,Comparison of rotatory stability af,2011,10.1177/0363546510397172,Am J Sports Med,Izawa2011,,,
,Lee YS (2011),PubMed,"Lee YS, Ha JK, Kim YJ, Yang SJ, Lee MY, Kim JG.",Lee,Comparative outcome analysis of malpositioned and properly positioned fixation groups after hamstring autograft ACL reconstruction with femoral cross-pin fixation,Comparative outcome analysis of mal,2011,10.1016/j.knee.2010.09.004,Knee,Lee2011,,,
,Sobhy MH (2010),PubMed,"Sobhy MH, AbouElsoud MM, Kamel EM, Desouki AM.",Sobhy,Neurovascular safety and clinical outcome of outside-in repair of tears of the posterior horn of the medial meniscus,Neurovascular safety and clinical o,2010,10.1016/j.arthro.2010.05.018,Arthroscopy,Sobhy2010,,,
,Basad E (2010),PubMed,"Basad E, Kipper A, WÃ¼sten OA, StÃ¼rz H, Ishaque BA.",Basad,[Comparative study after hamstring ACL plasty with RigidFix (pin fixation) and EndoButton (anchor fixation)],Comparative study after hamstring A,2010,10.1055/s-0029-1240737,Z Orthop Unfall,Basad2010,,,
,Ibrahim SA (2009),PubMed,"Ibrahim SA, Hamido F, Al Misfer AK, Mahgoob A, Ghafar SA, Alhran H.",Ibrahim,Anterior cruciate ligament reconstruction using autologous hamstring double bundle graft compared with single bundle procedures,Anterior cruciate ligament reconstr,2009,10.1302/0301-620X.91B10.21886,J Bone Joint Surg Br,Ibrahim2009,,,
,Sastre S (2010),PubMed,"Sastre S, Popescu D, NÃºÃ±ez M, Pomes J, Tomas X, Peidro L.",Sastre,"Double-bundle versus single-bundle ACL reconstruction using the horizontal femoral position: a prospective, randomized study",Double-bundle versus single-bundle ,2010,10.1007/s00167-009-0844-7,Knee Surg Sports Traumatol Arthrosc,Sastre2010,,,
,Robert H (2009),PubMed,"Robert H, Nouveau S, Gageot S, GagniÃ¨re B.",Robert,"A new knee arthrometer, the GNRB: experience in ACL complete and partial tears","A new knee arthrometer, the GNRB: e",2009,10.1016/j.otsr.2009.03.009,Orthop Traumatol Surg Res,Robert2009,,,
,Marcacci M (2009),PubMed,"Marcacci M, Zaffagnini S, Giordano G, Iacono F, Presti ML.",Marcacci,Anterior cruciate ligament reconstruction associated with extra-articular tenodesis: A prospective clinical and radiographic evaluation with 10- to 13-year follow-up,Anterior cruciate ligament reconstr,2009,10.1177/0363546508328114,Am J Sports Med,Marcacci2009,,,
,Schneider FJ (2008),PubMed,"Schneider FJ, Kraus T, Linhart WE.",Schneider,[Anterior cruciate ligament reconstruction with semitendinosus tendon in children],Anterior cruciate ligament reconstr,2008,10.1007/s00064-008-1412-x,Oper Orthop Traumatol,Schneider2008,,,
,Fan Q (2008),PubMed,"Fan Q, Fan J.",Fan,[Comparison between four-strand semitendinosus tendon autograft and ligament advanced reinforcement system for anterior cruciate ligament reconstruction by arthroscopy],Comparison between four-strand semi,2008,,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,Fan2008,,,
,Yagi M (2007),PubMed,"Yagi M, Kuroda R, Nagamune K, Yoshiya S, Kurosaka M.",Yagi,Double-bundle ACL reconstruction can improve rotational stability,Double-bundle ACL reconstruction ca,2007,10.1097/BLO.0b013e31802ba45c,Clin Orthop Relat Res,Yagi2007,,,
,Tow BP (2005),PubMed,"Tow BP, Chang PC, Mitra AK, Tay BK, Wong MC.",Tow,Comparing 2-year outcomes of anterior cruciate ligament reconstruction using either patella-tendon or semitendinosus-tendon autografts: a non-randomised prospective study,Comparing 2-year outcomes of anteri,2005,10.1177/230949900501300206,J Orthop Surg (Hong Kong),Tow2005,,,
,Zhao J (2006),PubMed,"Zhao J, Peng X, He Y, Wang J.",Zhao,Two-bundle anterior cruciate ligament reconstruction with eight-stranded hamstring tendons: four-tunnel technique,Two-bundle anterior cruciate ligame,2006,10.1016/j.knee.2005.05.001,Knee,Zhao2006,,,
,Giron F (2005),PubMed,"Giron F, Aglietti P, Cuomo P, Mondanelli N, Ciardullo A.",Giron,Anterior cruciate ligament reconstruction with double-looped semitendinosus and gracilis tendon graft directly fixed to cortical bone: 5-year results,Anterior cruciate ligament reconstr,2005,10.1007/s00167-004-0553-1,Knee Surg Sports Traumatol Arthrosc,Giron2005,,,
,Sobau C (2004),PubMed,"Sobau C, Ellermann A.",Sobau,[Anterior cruciate ligament reconstruction with hamstring tendons in the young],Anterior cruciate ligament reconstr,2004,10.1007/s00113-004-0809-8,Unfallchirurg,Sobau2004,,,
,Chen CH (2004),PubMed,"Chen CH, Chen WJ, Shih CH, Chou SW.",Chen,Arthroscopic anterior cruciate ligament reconstruction with periosteum-enveloping hamstring tendon graft,Arthroscopic anterior cruciate liga,2004,10.1007/s00167-004-0498-4,Knee Surg Sports Traumatol Arthrosc,Chen2004,,,
,Charlton WP (2003),PubMed,"Charlton WP, Randolph DA Jr, Lemos S, Shields CL Jr.",Charlton,Clinical outcome of anterior cruciate ligament reconstruction with quadrupled hamstring tendon graft and bioabsorbable interference screw fixation,Clinical outcome of anterior crucia,2003,10.1177/03635465030310040701,Am J Sports Med,Charlton2003,,,
,Hamada M (2001),PubMed,"Hamada M, Shino K, Horibe S, Mitsuoka T, Miyama T, Shiozaki Y, Mae T.",Hamada,Single- versus bi-socket anterior cruciate ligament reconstruction using autogenous multiple-stranded hamstring tendons with endoButton femoral fixation: A prospective study,Single- versus bi-socket anterior c,2001,10.1016/s0749-8063(01)90002-7,Arthroscopy,Hamada2001,,,
,Simonian PT (2001),PubMed,"Simonian PT, Monson JT, Larson RV.",Simonian,Biodegradable interference screw augmentation reduces tunnel expansion after ACL reconstruction,Biodegradable interference screw au,2001,,Am J Knee Surg,Simonian2001,,,
,RÃ¶pke M (2001),PubMed,"RÃ¶pke M, Becker R, Urbach D, Nebelung W.",RÃ¶pke,[Semitendinosus tendon vs. patellar ligament. Results of a prospective randomized study after anterior cruciate ligament reconstruction],Semitendinosus tendon vs. patellar ,2001,10.1007/s001130050733,Unfallchirurg,RÃ¶pke2001,,,
,Simonian PT (2000),PubMed,"Simonian PT, Erickson MS, Larson RV, O'kane JW.",Simonian,Tunnel expansion after hamstring anterior cruciate ligament reconstruction with 1-incision EndoButton femoral fixation,Tunnel expansion after hamstring an,2000,10.1053/jars.2000.4635,Arthroscopy,Simonian2000,,,
,JÃ¸rgensen U (2000),PubMed,"JÃ¸rgensen U, Thomsen HS.",JÃ¸rgensen,"Behavior of the graft within the bone tunnels following anterior cruciate ligament reconstruction, studied by cinematic magnetic resonance imaging",Behavior of the graft within the bo,2000,10.1007/s001670050007,Knee Surg Sports Traumatol Arthrosc,JÃ¸rgensen2000,,,
,Clatworthy MG (1999),PubMed,"Clatworthy MG, Annear P, Bulow JU, Bartlett RJ.",Clatworthy,Tunnel widening in anterior cruciate ligament reconstruction: a prospective evaluation of hamstring and patella tendon grafts,Tunnel widening in anterior cruciat,1999,10.1007/s001670050138,Knee Surg Sports Traumatol Arthrosc,Clatworthy1999,,,
,KÃ¼hne JH (1998),PubMed,"KÃ¼hne JH, DÃ¼rr HR, Steinborn M, Jansson V, Refior HJ.",KÃ¼hne,Magnetic resonance imaging and knee stability following ACL reconstruction,Magnetic resonance imaging and knee,1998,10.3928/0147-7447-19980101-10,Orthopedics,KÃ¼hne1998,,,
,Billotti JD (1997),PubMed,"Billotti JD, Meese MA, Alberta F, Zimmerman MC.",Billotti,"A prospective, clinical study evaluating arthroscopic ACL reconstruction using the semitendinosus and iliotibial band: 2- to 5-year follow up","A prospective, clinical study evalu",1997,10.3928/0147-7447-19970201-08,Orthopedics,Billotti1997,,,
,#VALUE!,PubMed,O'Neill DB.,O'Neill,Arthroscopically assisted reconstruction of the anterior cruciate ligament. A prospective randomized analysis of three techniques,Arthroscopically assisted reconstru,1996,,J Bone Joint Surg Am,O'Neill1996,,,
,MacDonald PB (1995),PubMed,"MacDonald PB, Hedden D, Pacin O, Huebert D.",MacDonald,Effects of an accelerated rehabilitation program after anterior cruciate ligament reconstruction with combined semitendinosus-gracilis autograft and a ligament augmentation device,Effects of an accelerated rehabilit,1995,10.1177/036354659502300512,Am J Sports Med,MacDonald1995,,,
,Karlson JA (1994),PubMed,"Karlson JA, Steiner ME, Brown CH, Johnston J.",Karlson,Anterior cruciate ligament reconstruction using gracilis and semitendinosus tendons. Comparison of through-the-condyle and over-the-top graft placements,Anterior cruciate ligament reconstr,1994,10.1177/036354659402200514,Am J Sports Med,Karlson1994,,,
,Anderson AF (1994),PubMed,"Anderson AF, Snyder RB, Lipscomb AB Sr.",Anderson,Anterior cruciate ligament reconstruction using the semitendinosus and gracilis tendons augmented by the losee iliotibial band tenodesis. A long-term study,Anterior cruciate ligament reconstr,1994,10.1177/036354659402200509,Am J Sports Med,Anderson1994,,,
,Santi MD (1994),PubMed,"Santi MD, Richardson AB.",Santi,The ligament augmentation device in hamstring grafts for reconstruction of the anterior cruciate ligament,The ligament augmentation device in,1994,10.1177/036354659402200415,Am J Sports Med,Santi1994,,,
,Li S (2025),PubMed,"Li S, Lu B, Zhang Y, Liu J, Xu W, Li Q.",Li,The effect of neuromuscular electrical stimulation superimposed on quadriceps training on gait dynamics after anterior cruciate ligament reconstruction,The effect of neuromuscular electri,2025,10.1177/10538127241296376,J Back Musculoskelet Rehabil,Li2025,,,
,Ithurburn MP (2018),PubMed,"Ithurburn MP, Altenburger AR, Thomas S, Hewett TE, Paterno MV, Schmitt LC.",Ithurburn,Young athletes after ACL reconstruction with quadriceps strength asymmetry at the time of return-to-sport demonstrate decreased knee function 1Â year later,Young athletes after ACL reconstruc,2018,10.1007/s00167-017-4678-4,Knee Surg Sports Traumatol Arthrosc,Ithurburn2018,,,
,Lelli A (2016),PubMed,"Lelli A, Di Turi RP, Spenciner DB, DÃ²mini M.",Lelli,"The ""Lever Sign"": a new clinical test for the diagnosis of anterior cruciate ligament rupture","The ""Lever Sign"": a new clinical te",2016,10.1007/s00167-014-3490-7,Knee Surg Sports Traumatol Arthrosc,Lelli2016,,,
,Heitmann M (2014),PubMed,"Heitmann M, Gerau M, HÃ¶tzel J, Giannakos A, Frosch KH, Preiss A.",Heitmann,[Ligament bracing--augmented primary suture repair in multiligamentous knee injuries],Ligament bracing--augmented primary,2014,10.1007/s00064-013-0263-2,Oper Orthop Traumatol,Heitmann2014,,,
,Pressel T (2005),PubMed,"Pressel T, V Lewinski G, Kohn D, Wirth CJ.",Pressel,[Meniscus replacement with quadriceps tendon--a long-term analysis],Meniscus replacement with quadricep,2005,10.1055/s-2005-836359,Z Orthop Ihre Grenzgeb,Pressel2005,,,
,Ross MD (2002),PubMed,"Ross MD, Irrgang JJ, Denegar CR, McCloy CM, Unangst ET.",Ross,The relationship between participation restrictions and selected clinical measures following anterior cruciate ligament reconstruction,The relationship between participat,2002,10.1007/s001670100238,Knee Surg Sports Traumatol Arthrosc,Ross2002,,,
,Tyler TF (1998),PubMed,"Tyler TF, McHugh MP, Gleim GW, Nicholas SJ.",Tyler,The effect of immediate weightbearing after anterior cruciate ligament reconstruction,The effect of immediate weightbeari,1998,10.1097/00003086-199812000-00019,Clin Orthop Relat Res,Tyler1998,,,
,Jonsson H (1994),PubMed,"Jonsson H, Elmqvist LG, KÃ¤rrholm J, Tegner Y.",Jonsson,Over-the-top or tunnel reconstruction of the anterior cruciate ligament? A prospective randomised study of 54 patients,Over-the-top or tunnel reconstructi,1994,,J Bone Joint Surg Br,Jonsson1994,,,
,Gillquist J (1988),PubMed,"Gillquist J, Odensten M.",Gillquist,Arthroscopic reconstruction of the anterior cruciate ligament,Arthroscopic reconstruction of the ,1988,10.1016/s0749-8063(88)80003-3,Arthroscopy,Gillquist1988,,,
,Schandl K. (2016),Embase,"Schandl K., HorvÃ¡thy D.B., Doros A., Majzik E., Schwarz C.M., CsÃ¶nge L., Abkarovits G., Bucsi L., Lacza Z.",Schandl,Bone-Albumin filling decreases donor site morbidity and enhances bone formation after anterior cruciate ligament reconstruction with bone-patellar tendon-bone autografts,Bone-Albumin filling decreases dono,2016,10.1007/s00264-016-3246-8,International Orthopaedics,Schandl2016,,,
,AzcÃ¡rate A.V. (2014),Embase,"AzcÃ¡rate A.V., Lamo-Espinosa J., Beola J.D.A., Gonzalez M.H., Gasque G.M., Nin J.R.V.",AzcÃ¡rate,Comparison between two different platelet-rich plasma preparations and control applied during anterior cruciate ligament reconstruction. Is there any evidence to support their use?,Comparison between two different pl,2014,10.1016/S0020-1383(14)70008-7,Injury,AzcÃ¡rate2014,,,
,Hofmann G.O. (2001),Embase,"Hofmann G.O., Wagner F.D., Beickert R., Gonschorek O., BÃ¼hren V.",Hofmann,Anterior cruciate ligament reconstruction using patellar tendon autograft and bioresorbable interference screws,Anterior cruciate ligament reconstr,2001,10.1007/s00068-001-1089-4,European Journal of Trauma,Hofmann2001,,,
,Van Kampen A. (1998),Embase,"Van Kampen A., Wymenga A.B., Van der Heide H.J.L., Bakens H.J.A.M.",Van,The effect of different graft tensioning in anterior cruciate ligament reconstruction: A prospective randomized study,The effect of different graft tensi,1998,10.1016/S0749-8063(98)70022-2,Arthroscopy,Van1998,,,
,Rubinstein Jr. R.A. (1995),Embase,"Rubinstein Jr. R.A., Shelbourne K.D., VanMeter C.D., McCarroll J.R., Rettig A.C., Gloyeske R.L.",Rubinstein,Effect on knee stability if full hyperextension is restored immediately after autogenous bone-patellar tendon-bone anterior cruciate ligament reconstruction,Effect on knee stability if full hy,1995,,American Journal of Sports Medicine,Rubinstein1995,,,
,McCarthy M.R. (1993),Embase,"McCarthy M.R., Buxton B.P., Yates C.K.",McCarthy,Effects of continuous passive motion on anterior laxity following ACL reconstruction with autogenous patellar tendon grafts,Effects of continuous passive motio,1993,10.1123/jsr.2.3.171,Journal of Sport Rehabilitation,McCarthy1993,,,
,Gupta T.P. (2025),Embase,"Gupta T.P., Rai S.K., Sirohi B., Kale A., Kashid M., Negi R.S.",Gupta,Evaluation of Return to Military Activities after Combining Anterior Cruciate Ligament Reconstruction with Modified Lateral Extra-articular Tenodesis Versus Anterior Cruciate Ligament Reconstruction Alone in Primary Anterior Cruciate Ligament Tear in Soldiers. A Randomized Comparative Study,Evaluation of Return to Military Ac,2025,10.4103/jajs.jajs_66_24,Journal of Arthroscopy and Joint Surgery,Gupta2025,,,
,Duraiswamy G. (2025),Embase,"Duraiswamy G., Ashraf M., Paul E., K S.S., Rajan D.V.",Duraiswamy,A randomized controlled trial on oblique incisions for ACL reconstruction: Minimizing sensory deficit without compromising outcome,A randomized controlled trial on ob,2025,10.1016/j.jcot.2024.102865,Journal of Clinical Orthopaedics and Trauma,Duraiswamy2025,,,
,Fares A. (2023),Embase,"Fares A., Horteur C., Abou Al Ezz M., Hardy A., Rubens-Duval B., Karam K., Gaulin B., Pailhe R.",Fares,Posterior tibial slope (PTS) â‰¥ 10 degrees is a risk factor for further anterior cruciate ligament (ACL) injury; BMI is not,Posterior tibial slope (PTS) â‰¥ 10,2023,10.1007/s00590-022-03406-9,European Journal of Orthopaedic Surgery and Traumatology,Fares2023,,,
,GÃ¶tschi T. (2023),Embase,"GÃ¶tschi T., Hodel S., KÃ¼hne N., Bachmann E., Li X., Zimmermann S.M., Snedeker J.G., Fucentese S.F.",GÃ¶tschi,Osteoconductive Scaffold Placed at the Femoral Tunnel Aperture in Hamstring Tendon ACL Reconstruction: A Randomized Controlled Trial,Osteoconductive Scaffold Placed at ,2023,10.1177/23259671231174478,Orthopaedic Journal of Sports Medicine,GÃ¶tschi2023,,,
,Weninger P. (2023),Embase,"Weninger P., Thallinger C., Chytilek M., Hanel Y., Steffel C., Karimi R., Feichtinger X.",Weninger,Extracorporeal Shockwave Therapy Improves Outcome after Primary Anterior Cruciate Ligament Reconstruction with Hamstring Tendons,Extracorporeal Shockwave Therapy Im,2023,10.3390/jcm12103350,Journal of Clinical Medicine,Weninger2023,,,
,Schoepp C. (2023),Embase,"Schoepp C., Ohmann T., Martin W., Praetorius A., Seelmann C., Dudda M., Stengel D., Hax J.",Schoepp,Brace-Free Rehabilitation after Isolated Anterior Cruciate Ligament Reconstruction with Hamstring Tendon Autograft Is Not Inferior to Brace-Based Rehabilitationâ€”A Randomised Controlled Trial,Brace-Free Rehabilitation after Iso,2023,10.3390/jcm12052074,Journal of Clinical Medicine,Schoepp2023,,,
,Bansal A. (2023),Embase,"Bansal A., Dachepalli S., Agarwal S.",Bansal,Prospective Study of Assessment of Proprioception Recovery Post Anatomical Anterior Cruciate Ligament Reconstruction with Remnant Retention,Prospective Study of Assessment of ,2023,,International Journal of Pharmaceutical and Clinical Research,Bansal2023,,,
,Chalidis B. (2022),Embase,"Chalidis B., Pitsilos C., Kitridis D., Givissis P.",Chalidis,Graft choices for anterolateral ligament knee reconstruction surgery: Current concepts,Graft choices for anterolateral lig,2022,10.12998/wjcc.v10.i24.8463,World Journal of Clinical Cases,Chalidis2022,,,
,Bade D. (2022),Embase,"Bade D., Malayko G., Johnson L., Bradford K., Reddan T., Stockton C., Frawley K., Phillips T., Saxby D., Ware R.S., Byrnes J., Carty C.P.",Bade,Single versus double hamstring tendon graft in anterior cruciate ligament reconstruction in the paediatric patient: A single-blind randomised controlled trial study protocol,Single versus double hamstring tend,2022,10.1136/bmjopen-2021-057465,BMJ Open,Bade2022,,,
,Amr A.M. (2022),Embase,"Amr A.M., Abdel-Aziz M.K., Qandeel A.E., Elkalyoby A.S.",Amr,Autologous Bone Effects On Femoral Tunnel Widening In Hamstring Acl Reconstruction,Autologous Bone Effects On Femoral ,2022,10.47750/pnr.2022.13.S09.975,Journal of Pharmaceutical Negative Results,Amr2022,,,
,Panagopoulos A. (2021),Embase,"Panagopoulos A., Mylonas D., Kouzelis A., Zampakis P., Kraniotis P., Lakoumentas J., Gliatis J.",Panagopoulos,"No Difference in Outcomes Between Suspensory (Fixed-Loop Cortical Button) Versus Expandable Anteromedial Femoral Fixation in Anterior Cruciate Ligament Reconstruction With Autologous Hamstring Tendons: A Prospective, Randomized, Controlled Study in Male Patients",No Difference in Outcomes Between S,2021,10.1016/j.asmr.2021.05.003,"Arthroscopy, Sports Medicine, and Rehabilitation",Panagopoulos2021,,,
,Fleming B.C. (2021),Embase,"Fleming B.C., Fadale P.D., Hulstyn M.J., Shalvoy R.M., Tung G.A., Badger G.J.",Fleming,Long-term outcomes of anterior cruciate ligament reconstruction surgery: 2020 OREF clinical research award paper,Long-term outcomes of anterior cruc,2021,10.1002/jor.24794,Journal of Orthopaedic Research,Fleming2021,,,
,Behnke A.L. (2021),Embase,"Behnke A.L., Parola L.R., Karamchedu N.P., Badger G.J., Fleming B.C., Beveridge J.E.",Behnke,Neuromuscular function in anterior cruciate ligament reconstructed patients at long-term follow-up,Neuromuscular function in anterior ,2021,10.1016/j.clinbiomech.2020.105231,Clinical Biomechanics,Behnke2021,,,
