doi,authors,first_author,title,short_title,year,journal,key
,,,A Prospective and Consecutive Clinical Evaluation of Soft Tissue Regeneration's L-C Ligament® in Primary ACL Reconstruction,aprospectiveandconsecutiveclinicalevaluationofsofttissueregeneration'slcligament®inprimaryaclreconstruction,2012,clinicaltrials.gov (2012). Date of Publication: 22 Jun 2012,
,,,"Proprioceptive Function, Postural Stability & Clinical Outcome After Stump Preserving Anterior Cruciate Ligament Reconstruction Surgery - A Comparative Study",proprioceptivefunctionposturalstability&clinicaloutcomeafterstumppreservinganteriorcruciateligamentreconstructionsurgeryacomparativestudy,2011,clinicaltrials.gov (2011). Date of Publication: 4 May 2011,
,,,Effects of Hamstring Training in Different Modes on Stabilizing Knee Joints With Anterior Drawer Laxity,effectsofhamstringtrainingindifferentmodesonstabilizingkneejointswithanteriordrawerlaxity,2010,clinicaltrials.gov (2010). Date of Publication: 23 Jul 2010,
,,,"A Randomized Clinical Trial Comparing Three Methods for Anterior Cruciate Ligament Reconstruction: Patellar Tendon, Quadruple Semitendinosus/Gracilis and Double-Bundle Semitendinosus/Gracilis Grafts.",arandomizedclinicaltrialcomparingthreemethodsforanteriorcruciateligamentreconstruction:patellartendonquadruplesemitendinosus/gracilisanddoublebundlesemitendinosus/gracilisgrafts,2007,clinicaltrials.gov (2007). Date of Publication: 12 Sep 2007,
,,,Bone Tunnel Widening Following ACL Reconstruction,bonetunnelwideningfollowingaclreconstruction,2005,clinicaltrials.gov (2005). Date of Publication: 13 Sep 2005,
,,,Effects of Early Rehabilitation Using Blood Flow Restriction and/or Surface Electromyography Biofeedback on Quadriceps Activation and Strength After Anterior Cruciate Ligament Reconstruction: A Multicenter Randomized Controlled Trial,effectsofearlyrehabilitationusingbloodflowrestrictionand/orsurfaceelectromyographybiofeedbackonquadricepsactivationandstrengthafteranteriorcruciateligamentreconstruction:amulticenterrandomizedcontrolledtrial,2025,clinicaltrials.gov (2025). Date of Publication: 21 Aug 2025,
,,,Knee Extensors Activation Device Versus Rolled Towel for Early Quadriceps Activation After ACL Reconstruction: Protocol for a Randomized Controlled Trial,kneeextensorsactivationdeviceversusrolledtowelforearlyquadricepsactivationafteraclreconstruction:protocolforarandomizedcontrolledtrial,2025,clinicaltrials.gov (2025). Date of Publication: 18 Jun 2025,
,,,ACL Reconstruction With Quadriceps Tendon Graft vs. Quadrupled Semitendinosus Graft: A Comparison of Patients From the Danish National ACL Reconstruction Database,aclreconstructionwithquadricepstendongraftvsquadrupledsemitendinosusgraft:acomparisonofpatientsfromthedanishnationalaclreconstructiondatabase,2025,clinicaltrials.gov (2025). Date of Publication: 12 May 2025,
,,,Comparison of Two Different Rehabilitation Approaches Applied After Anterior Cruciate Ligament Reconstruction,comparisonoftwodifferentrehabilitationapproachesappliedafteranteriorcruciateligamentreconstruction,2025,clinicaltrials.gov (2025). Date of Publication: 9 Jan 2025,
,,,"The Effect of Cognitive-Based Neuromuscular Exercises on Reaction Time, Joint Position Sense, Proprioceptive Force Sense and Balance in Individuals Who Had Anterior Cruciate Ligament Surgery",theeffectofcognitivebasedneuromuscularexercisesonreactiontimejointpositionsenseproprioceptiveforcesenseandbalanceinindividualswhohadanteriorcruciateligamentsurgery,2024,clinicaltrials.gov (2024). Date of Publication: 18 Dec 2024,
,,,"Comparison of Conservative Treatment With Blood Flow Restriction With Standard Management in Total ACL Rupture. ""Randomized Clinical Trial""","comparisonofconservativetreatmentwithbloodflowrestrictionwithstandardmanagementintotalaclrupture""randomizedclinicaltrial""",2024,clinicaltrials.gov (2024). Date of Publication: 30 Nov 2024,
,,,Exploring Prolonged Arthrogenic Muscle Responses and Associated Factors After Anterior Cruciate Ligament Reconstruction,exploringprolongedarthrogenicmuscleresponsesandassociatedfactorsafteranteriorcruciateligamentreconstruction,2024,clinicaltrials.gov (2024). Date of Publication: 17 May 2024,
,,,"Reconstruction of the Anterior Cruciated Ligament With Quadriceps Tendon Graft With Bone Plug vs Bone Patellar Tendon Bone Graft, a Randomized Clinical Controlled Essay With 2 Years of Follow up",reconstructionoftheanteriorcruciatedligamentwithquadricepstendongraftwithboneplugvsbonepatellartendonbonegraftarandomizedclinicalcontrolledessaywith2yearsoffollowup,2023,clinicaltrials.gov (2023). Date of Publication: 2 Dec 2023,
,,,Effects of Platelet-Rich Fibrin on Knee Muscle Strength and Function in Patients With Anterior Cruciate Ligament Reconstruction,effectsofplateletrichfibrinonkneemusclestrengthandfunctioninpatientswithanteriorcruciateligamentreconstruction,2023,clinicaltrials.gov (2023). Date of Publication: 27 May 2023,
,,,Reduced Knee Flexion Strength 18 Years After ACL Reconstruction in Hamstring Group,reducedkneeflexionstrength18yearsafteraclreconstructioninhamstringgroup,2023,clinicaltrials.gov (2023). Date of Publication: 17 Apr 2023,
,,,Anterior Cruciate Ligament Reconstruction With Quadriceps Tendon Bone Autograft,anteriorcruciateligamentreconstructionwithquadricepstendonboneautograft,2023,clinicaltrials.gov (2023). Date of Publication: 4 Jan 2023,
,,,Use of Nordic Hamstring Exercise to Improve Hamstrings Function in Patients After ACL Reconstruction,useofnordichamstringexercisetoimprovehamstringsfunctioninpatientsafteraclreconstruction,2022,clinicaltrials.gov (2022). Date of Publication: 2 Nov 2022,
,,,All-Inside Single-Bundle for ACL Reconstruction With Full Thickness of the Peroneus Longus Tendon Compared to the Six-strand-hamstring Autograft,allinsidesinglebundleforaclreconstructionwithfullthicknessoftheperoneuslongustendoncomparedtothesixstrandhamstringautograft,2022,clinicaltrials.gov (2022). Date of Publication: 27 Sep 2022,
,,,Medial Collateral Ligament Reconstruction With Anteromedial Reinforcement for Medial and Anteromedial Rotatory Knee Instability,medialcollateralligamentreconstructionwithanteromedialreinforcementformedialandanteromedialrotatorykneeinstability,2022,clinicaltrials.gov (2022). Date of Publication: 3 Aug 2022,
,,,All Soft Tissue Quadriceps Tendon Autograft Versus Patellar Tendon Autograft in Anterior Cruciate Ligament Reconstruction: a Randomized Controlled Trial,allsofttissuequadricepstendonautograftversuspatellartendonautograftinanteriorcruciateligamentreconstruction:arandomizedcontrolledtrial,2022,clinicaltrials.gov (2022). Date of Publication: 28 Jun 2022,
,,,Normalization of Gait After ACL Reconstruction: A Comparative Study Between Home-based Versus Standardized Therapy,normalizationofgaitafteraclreconstruction:acomparativestudybetweenhomebasedversusstandardizedtherapy,2022,clinicaltrials.gov (2022). Date of Publication: 20 Jun 2022,
,,,Blood Flow Restrictive Training Following Medial Patellofemoral Ligament and Anterior Cruciate Ligament Reconstruction Rehabilitation,bloodflowrestrictivetrainingfollowingmedialpatellofemoralligamentandanteriorcruciateligamentreconstructionrehabilitation,2022,clinicaltrials.gov (2022). Date of Publication: 2 Jun 2022,
,,,Optimizing GRAft SElection for ACL Reconstruction (GRASE-ACL Trial) - a Three-armed Randomized Controlled Trial,optimizinggraftselectionforaclreconstruction(graseacltrial)athreearmedrandomizedcontrolledtrial,2022,clinicaltrials.gov (2022). Date of Publication: 4 Apr 2022,
,,,Clinical and MRI Evaluation of ACL Reconstruction Results in Adolescents With Follow-up at Least 3 Years.,clinicalandmrievaluationofaclreconstructionresultsinadolescentswithfollowupatleast3years,2021,clinicaltrials.gov (2021). Date of Publication: 17 Dec 2021,
,,,"A Double-Blinded, Randomized-Controlled-Trial to Investigate the Effect of Pulsed Electromagnetic Field (PEMF) for Patients With Quadriceps Weakness After Anterior Cruciate Ligament Reconstruction (ACLR)",adoubleblindedrandomizedcontrolledtrialtoinvestigatetheeffectofpulsedelectromagneticfield(pemf)forpatientswithquadricepsweaknessafteranteriorcruciateligamentreconstruction(aclr),2021,clinicaltrials.gov (2021). Date of Publication: 23 Nov 2021,
,,,Prospective Comparison Of Arthroscopic Anterior Cruciate Ligament Reconstrictions Made With Hamstring Tendon And Quadriceps Tendon Autografts,prospectivecomparisonofarthroscopicanteriorcruciateligamentreconstrictionsmadewithhamstringtendonandquadricepstendonautografts,2021,clinicaltrials.gov (2021). Date of Publication: 11 Jun 2021,
,,,Subjective Outcomes After ACL Reconstruction With BQT Autograft,subjectiveoutcomesafteraclreconstructionwithbqtautograft,2021,clinicaltrials.gov (2021). Date of Publication: 12 May 2021,
,,,Comparison of Clinical Results of Adjustable Femoral Loop With Three Different Techniques in Patients Who Underwent Arthroscopic ACL Reconstruction With Hamstring Autograft: A Prospective Randomised Clinical Study,comparisonofclinicalresultsofadjustablefemoralloopwiththreedifferenttechniquesinpatientswhounderwentarthroscopicaclreconstructionwithhamstringautograft:aprospectiverandomisedclinicalstudy,2020,clinicaltrials.gov (2020). Date of Publication: 17 Dec 2020,
,,,Comparison of Functional Outcome Between Bone Quadriceps Tendon (BQT) and Single-Bundle Hamstring Tendon (SBHT) Autograft in Arthroscopic-assissted Anterior Cruciate Ligament Reconstruction: a Prospective Cohort Study,comparisonoffunctionaloutcomebetweenbonequadricepstendon(bqt)andsinglebundlehamstringtendon(sbht)autograftinarthroscopicassisstedanteriorcruciateligamentreconstruction:aprospectivecohortstudy,2020,clinicaltrials.gov (2020). Date of Publication: 16 Jul 2020,
,,,Blood Flow Restriction Training in the Adolescent Patient: Effects on Muscle Strength and Overall Function Following Anterior Cruciate Ligament Reconstruction Surgery,bloodflowrestrictiontrainingintheadolescentpatient:effectsonmusclestrengthandoverallfunctionfollowinganteriorcruciateligamentreconstructionsurgery,2020,clinicaltrials.gov (2020). Date of Publication: 12 May 2020,
,,,Postoperative ERIS Knee Splinting Following ACLR: A Randomized Clinical Trial,postoperativeeriskneesplintingfollowingaclr:arandomizedclinicaltrial,2020,clinicaltrials.gov (2020). Date of Publication: 6 Mar 2020,
,,,SEQUAR - SEmitendinosus vs QUadriceps in Anterior Cruciate Ligament Reconstruction - a Prospective Randomized Study,sequarsemitendinosusvsquadricepsinanteriorcruciateligamentreconstructionaprospectiverandomizedstudy,2020,clinicaltrials.gov (2020). Date of Publication: 26 Feb 2020,
,,,Soft-tissue Quadriceps Autograft ACL-reconstruction in the Skeletally-immature Vs. Hamstrings (SQuASH): a Multi-Centre Randomized Controlled Trial,softtissuequadricepsautograftaclreconstructionintheskeletallyimmaturevshamstrings(squash):amulticentrerandomizedcontrolledtrial,2019,clinicaltrials.gov (2019). Date of Publication: 27 Mar 2019,
,,,Blood Flow Restriction Therapy to Prevent Muscle Atrophy Following Anterior Cruciate Ligament Reconstruction,bloodflowrestrictiontherapytopreventmuscleatrophyfollowinganteriorcruciateligamentreconstruction,2018,clinicaltrials.gov (2018). Date of Publication: 20 Dec 2018,
,,,Arthroscopic ACL Reconstruction: Hamstring Versus Quadriceps Tendon Autograft,arthroscopicaclreconstruction:hamstringversusquadricepstendonautograft,2017,clinicaltrials.gov (2017). Date of Publication: 10 Mar 2017,
,,,"Graft Selection in Anatomic Anterior Cruciate Ligament Reconstruction: Patella, Hamstrings or Quadriceps Tendon Autograft",graftselectioninanatomicanteriorcruciateligamentreconstruction:patellahamstringsorquadricepstendonautograft,2017,clinicaltrials.gov (2017). Date of Publication: 23 Feb 2017,
,,,What is the Functional Status of Anterior Cruciate Ligament Reconstruction (ACLR) Patients at Discharge From Rehabilitation,whatisthefunctionalstatusofanteriorcruciateligamentreconstruction(aclr)patientsatdischargefromrehabilitation,2017,clinicaltrials.gov (2017). Date of Publication: 31 Jan 2017,
,,,Can Targeted Exercise Improve Knee Strength in Patients With Persisting Hamstring Deficiency Following ACL-reconstruction? - A Randomized Controlled Trial,cantargetedexerciseimprovekneestrengthinpatientswithpersistinghamstringdeficiencyfollowingaclreconstruction?arandomizedcontrolledtrial,2016,clinicaltrials.gov (2016). Date of Publication: 4 Oct 2016,
,,,Acute Anterior Cruciate Ligament Rupture; RecOnsTruction Or Repair?,acuteanteriorcruciateligamentrupturereconstructionorrepair?,2014,clinicaltrials.gov (2014). Date of Publication: 1 Dec 2014,
,,,Effects of Hamstring Training in Different Modes on Stabilizing Knee Joints With Anterior Drawer Laxity,effectsofhamstringtrainingindifferentmodesonstabilizingkneejointswithanteriordrawerlaxity,2010,clinicaltrials.gov (2010). Date of Publication: 23 Jul 2010,
,,,Dynamic Stability of the ACL Deficient Knee - a Prospective Cohort Study,dynamicstabilityoftheacldeficientkneeaprospectivecohortstudy,2008,clinicaltrials.gov (2008). Date of Publication: 9 Jun 2008,
,,,The Comparison of Tunnel Morphology and Graft Healing in Anterior Cruciate Ligament Reconstructions Using Peroneus Longus And Hamstring Tendons,thecomparisonoftunnelmorphologyandgrafthealinginanteriorcruciateligamentreconstructionsusingperoneuslongusandhamstringtendons,2025,clinicaltrials.gov (2025). Date of Publication: 1 Jan 2025,
,,,All-Inside Single-Bundle for ACL Reconstruction With Full Thickness of the Peroneus Longus Tendon Compared to the Six-strand-hamstring Autograft,allinsidesinglebundleforaclreconstructionwithfullthicknessoftheperoneuslongustendoncomparedtothesixstrandhamstringautograft,2022,clinicaltrials.gov (2022). Date of Publication: 27 Sep 2022,
,,,A Prospective and Consecutive Clinical Evaluation of Soft Tissue Regeneration's L-C Ligament® in Primary ACL Reconstruction,aprospectiveandconsecutiveclinicalevaluationofsofttissueregeneration'slcligament®inprimaryaclreconstruction,2012,clinicaltrials.gov (2012). Date of Publication: 22 Jun 2012,
,,,Bone Tunnel Widening Following ACL Reconstruction,bonetunnelwideningfollowingaclreconstruction,2005,clinicaltrials.gov (2005). Date of Publication: 13 Sep 2005,
,"Płomiński J, Piątkowski K, Rowicki K.",Płomiński,"[Long-term outcomes after ""anatomic"" reconstruction of anterior cruciate ligament using central third of patellar tendon]","longtermoutcomesafter""anatomic""reconstructionofanteriorcruciateligamentusingcentralthirdofpatellartendon",2015,Pol Merkur Lekarski,"Płomiński+longtermoutcomesafter""anatomic""reconstructionofanteriorcruciateligamentusingcentralthirdofpatellartendon+2015"
,"Gaweda K, Godlewski P.",Gaweda,[Evaluation of the anterior cruciate ligament injury treatment results using patellar tendon grafts],evaluationoftheanteriorcruciateligamentinjurytreatmentresultsusingpatellartendongrafts,2002,Chir Narzadow Ruchu Ortop Pol,Gaweda+evaluationoftheanteriorcruciateligamentinjurytreatmentresultsusingpatellartendongrafts+2002
,"Diduch DR, Mann J, Geary SP, Scott WN, Huie G.",Diduch,The effect of pretwisting the ACL autograft on knee laxity,theeffectofpretwistingtheaclautograftonkneelaxity,1998,Am J Knee Surg,Diduch+theeffectofpretwistingtheaclautograftonkneelaxity+1998
,"Fischer DA, Tewes DP, Boyd JL, Smith JP, Quick DC.",Fischer,Home based rehabilitation for anterior cruciate ligament reconstruction,homebasedrehabilitationforanteriorcruciateligamentreconstruction,1998,Clin Orthop Relat Res,Fischer+homebasedrehabilitationforanteriorcruciateligamentreconstruction+1998
,"Witoński D, Kozłowski P.",Witoński,[Arthroscopy or arthrotomy in anterior cruciate ligament reconstruction with autogenous bone-tendon-bone-graft],arthroscopyorarthrotomyinanteriorcruciateligamentreconstructionwithautogenousbonetendonbonegraft,1997,Chir Narzadow Ruchu Ortop Pol,Witoński+arthroscopyorarthrotomyinanteriorcruciateligamentreconstructionwithautogenousbonetendonbonegraft+1997
,"Knaepler H, Schenk C.",Knaepler,"[The new ""Marburg rehabilitation concept"". ""On the status of exercise equipment within the scope of rehabilitation of patients after surgery of the anterior cruciate ligament""]","thenew""marburgrehabilitationconcept""""onthestatusofexerciseequipmentwithinthescopeofrehabilitationofpatientsaftersurgeryoftheanteriorcruciateligament""",1994,Aktuelle Traumatol,"Knaepler+thenew""marburgrehabilitationconcept""""onthestatusofexerciseequipmentwithinthescopeofrehabilitationofpatientsaftersurgeryoftheanteriorcruciateligament""+1994"
,"Engström B, Wredmark T, Westblad P.",Engström,Patellar tendon or Leeds-Keio graft in the surgical treatment of anterior cruciate ligament ruptures. Intermediate results,patellartendonorleedskeiograftinthesurgicaltreatmentofanteriorcruciateligamentrupturesintermediateresults,1993,Clin Orthop Relat Res,Engström+patellartendonorleedskeiograftinthesurgicaltreatmentofanteriorcruciateligamentrupturesintermediateresults+1993
,Kohn D.,Kohn,"Arthroscopic evaluation of anterior cruciate ligament reconstruction using a free patellar tendon autograft. A prospective, randomized study",arthroscopicevaluationofanteriorcruciateligamentreconstructionusingafreepatellartendonautograftaprospectiverandomizedstudy,1990,Clin Orthop Relat Res,Kohn+arthroscopicevaluationofanteriorcruciateligamentreconstructionusingafreepatellartendonautograftaprospectiverandomizedstudy+1990
,"Zeman P, Koudela K, Kasl J, Nepraš P, Zeman J, Matějka J.",Zeman,[Anatomical ACL reconstruction by a double- versus a single-bundle technique. Prospective randomised study of short-term clinical results],anatomicalaclreconstructionbyadoubleversusasinglebundletechniqueprospectiverandomisedstudyofshorttermclinicalresults,2014,Acta Chir Orthop Traumatol Cech,Zeman+anatomicalaclreconstructionbyadoubleversusasinglebundletechniqueprospectiverandomisedstudyofshorttermclinicalresults+2014
,"Zelić Z, Jovanović S, Wertheimer V, Sarić G, Biuk E, Gulan G.",Zelić,Results of the surgical reconstruction of the anterior cruciate ligament,resultsofthesurgicalreconstructionoftheanteriorcruciateligament,2012,Coll Antropol,Zelić+resultsofthesurgicalreconstructionoftheanteriorcruciateligament+2012
,"Wang JQ, Ao YF, Yu CL, Liu P, Xu Y, Chen LX.",Wang,"Clinical evaluation of double-bundle anterior cruciate ligament reconstruction procedure using hamstring tendon grafts: a prospective, randomized and controlled study",clinicalevaluationofdoublebundleanteriorcruciateligamentreconstructionprocedureusinghamstringtendongrafts:aprospectiverandomizedandcontrolledstudy,2009,Chin Med J (Engl),Wang+clinicalevaluationofdoublebundleanteriorcruciateligamentreconstructionprocedureusinghamstringtendongrafts:aprospectiverandomizedandcontrolledstudy+2009
,"Fan Q, Fan J.",Fan,[Comparison between four-strand semitendinosus tendon autograft and ligament advanced reinforcement system for anterior cruciate ligament reconstruction by arthroscopy],comparisonbetweenfourstrandsemitendinosustendonautograftandligamentadvancedreinforcementsystemforanteriorcruciateligamentreconstructionbyarthroscopy,2008,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,Fan+comparisonbetweenfourstrandsemitendinosustendonautograftandligamentadvancedreinforcementsystemforanteriorcruciateligamentreconstructionbyarthroscopy+2008
,"Adachi N, Ochi M, Uchio Y, Iwasa J, Kuriwaka M, Ito Y.",Adachi,Reconstruction of the anterior cruciate ligament. Single- versus double-bundle multistranded hamstring tendons,reconstructionoftheanteriorcruciateligamentsingleversusdoublebundlemultistrandedhamstringtendons,2004,J Bone Joint Surg Br,Adachi+reconstructionoftheanteriorcruciateligamentsingleversusdoublebundlemultistrandedhamstringtendons+2004
,"Simonian PT, Monson JT, Larson RV.",Simonian,Biodegradable interference screw augmentation reduces tunnel expansion after ACL reconstruction,biodegradableinterferencescrewaugmentationreducestunnelexpansionafteraclreconstruction,2001,Am J Knee Surg,Simonian+biodegradableinterferencescrewaugmentationreducestunnelexpansionafteraclreconstruction+2001
,O'Neill DB.,O'Neill,Arthroscopically assisted reconstruction of the anterior cruciate ligament. A prospective randomized analysis of three techniques,arthroscopicallyassistedreconstructionoftheanteriorcruciateligamentaprospectiverandomizedanalysisofthreetechniques,1996,J Bone Joint Surg Am,O'Neill+arthroscopicallyassistedreconstructionoftheanteriorcruciateligamentaprospectiverandomizedanalysisofthreetechniques+1996
,"Jonsson H, Elmqvist LG, Kärrholm J, Tegner Y.",Jonsson,Over-the-top or tunnel reconstruction of the anterior cruciate ligament? A prospective randomised study of 54 patients,overthetoportunnelreconstructionoftheanteriorcruciateligament?aprospectiverandomisedstudyof54patients,1994,J Bone Joint Surg Br,Jonsson+overthetoportunnelreconstructionoftheanteriorcruciateligament?aprospectiverandomisedstudyof54patients+1994
,"Brandsson S., Faxén E., Kartus J., Eriksson B.I., Karlsson J.",Brandsson,"Is a knee brace advantageous after anterior cruciate ligament surgery? A prospective, randomised study with a two-year follow-up.",isakneebraceadvantageousafteranteriorcruciateligamentsurgery?aprospectiverandomisedstudywithatwoyearfollowup,2001,Scandinavian journal of medicine & science in sports (2001) 11:2 (110-114). Date of Publication: Apr 2001,Brandsson+isakneebraceadvantageousafteranteriorcruciateligamentsurgery?aprospectiverandomisedstudywithatwoyearfollowup+2001
,"Ejerhed L., Kartus J., Köhler K., Sernert N., Brandsson S., Karlsson J.",Ejerhed,Preconditioning patellar tendon autografts in arthroscopic anterior cruciate ligament reconstruction: a prospective randomized study.,preconditioningpatellartendonautograftsinarthroscopicanteriorcruciateligamentreconstruction:aprospectiverandomizedstudy,2001,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2001) 9:1 (6-11). Date of Publication: 2001",Ejerhed+preconditioningpatellartendonautograftsinarthroscopicanteriorcruciateligamentreconstruction:aprospectiverandomizedstudy+2001
,"Brandsson S., Faxén E., Eriksson B.I., Kälebo P., Swärd L., Lundin O., Karlsson J.",Brandsson,Closing patellar tendon defects after anterior cruciate ligament reconstruction: absence of any benefit.,closingpatellartendondefectsafteranteriorcruciateligamentreconstruction:absenceofanybenefit,1998,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (1998) 6:2 (82-87). Date of Publication: 1998",Brandsson+closingpatellartendondefectsafteranteriorcruciateligamentreconstruction:absenceofanybenefit+1998
,"Gerich T.G., Lattermann C., Fremerey R.W., Zeichen J., Lobenhoffer H.P.",Gerich,One- versus two-incision technique for anterior cruciate ligament reconstruction with patellar tendon graft. Results on early rehabilitation and stability.,oneversustwoincisiontechniqueforanteriorcruciateligamentreconstructionwithpatellartendongraftresultsonearlyrehabilitationandstability,1997,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (1997) 5:4 (213-216). Date of Publication: 1997",Gerich+oneversustwoincisiontechniqueforanteriorcruciateligamentreconstructionwithpatellartendongraftresultsonearlyrehabilitationandstability+1997
,"Thuresson P., Sandberg R., Johansson O., Balkfors B., Westlin N.",Thuresson,Anterior cruciate ligament reconstruction with the patellar tendon--augmentation or not? A 2-year follow-up of 82 patients.,anteriorcruciateligamentreconstructionwiththepatellartendonaugmentationornot?a2yearfollowupof82patients,1996,Scandinavian journal of medicine & science in sports (1996) 6:4 (247-254). Date of Publication: Aug 1996,Thuresson+anteriorcruciateligamentreconstructionwiththepatellartendonaugmentationornot?a2yearfollowupof82patients+1996
,"Grøntvedt T., Engebretsen L.",Grøntvedt,"Comparison between two techniques for surgical repair of the acutely torn anterior cruciate ligament. A prospective, randomized follow-up study of 48 patients.",comparisonbetweentwotechniquesforsurgicalrepairoftheacutelytornanteriorcruciateligamentaprospectiverandomizedfollowupstudyof48patients,1995,Scandinavian journal of medicine & science in sports (1995) 5:6 (358-363). Date of Publication: Dec 1995,Grøntvedt+comparisonbetweentwotechniquesforsurgicalrepairoftheacutelytornanteriorcruciateligamentaprospectiverandomizedfollowupstudyof48patients+1995
,"Rubinstein Jr. R.A., Shelbourne K.D., VanMeter C.D., McCarroll J.R., Rettig A.C., Gloyeske R.L.",Rubinstein,Effect on knee stability if full hyperextension is restored immediately after autogenous bone-patellar tendon-bone anterior cruciate ligament reconstruction,effectonkneestabilityiffullhyperextensionisrestoredimmediatelyafterautogenousbonepatellartendonboneanteriorcruciateligamentreconstruction,1995,American Journal of Sports Medicine (1995) 23:3 (365-368). Date of Publication: 1995,Rubinstein+effectonkneestabilityiffullhyperextensionisrestoredimmediatelyafterautogenousbonepatellartendonboneanteriorcruciateligamentreconstruction+1995
,"Cameron S.E., Wilson W., St.Pierre P.",Cameron,"A prospective, randomized comparison of open vs arthroscopically assisted ACL reconstruction",aprospectiverandomizedcomparisonofopenvsarthroscopicallyassistedaclreconstruction,1995,Orthopedics (1995) 18:3 (249-252). Date of Publication: 1995,Cameron+aprospectiverandomizedcomparisonofopenvsarthroscopicallyassistedaclreconstruction+1995
,"Knaepler H., Schenk C.",Knaepler,A new postoperative treatment following ACL-reconstruction,anewpostoperativetreatmentfollowingaclreconstruction,1994,Aktuelle Traumatologie (1994) 24:1 (17-23). Date of Publication: 1994,Knaepler+anewpostoperativetreatmentfollowingaclreconstruction+1994
,"Bansal A., Dachepalli S., Agarwal S.",Bansal,Prospective Study of Assessment of Proprioception Recovery Post Anatomical Anterior Cruciate Ligament Reconstruction with Remnant Retention,prospectivestudyofassessmentofproprioceptionrecoverypostanatomicalanteriorcruciateligamentreconstructionwithremnantretention,2023,International Journal of Pharmaceutical and Clinical Research (2023) 15:4 (1619-1629). Date of Publication: 2023,Bansal+prospectivestudyofassessmentofproprioceptionrecoverypostanatomicalanteriorcruciateligamentreconstructionwithremnantretention+2023
,"Döbele S., Ziegler P., Hofmann V., Histing T., Konrads C.",Döbele,Combining ACL Reconstruction and Refixation: the Single Anteromedial Bundle Biological Augmentation and Refixation (SAMBBAR) Technique,combiningaclreconstructionandrefixation:thesingleanteromedialbundlebiologicalaugmentationandrefixation(sambbar)technique,2021,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca (2021) 88:6 (423-427). Date of Publication: 2021,Döbele+combiningaclreconstructionandrefixation:thesingleanteromedialbundlebiologicalaugmentationandrefixation(sambbar)technique+2021
,"Zeman P., Kasl J., Tupý R., Frei R., Kott O., Kautzner J.",Zeman,Evaluation of the MRI findings on a tendon graft after the anatomic anterior cruciate ligament reconstruction in patients with versus without the application of platelet-rich fibrin - Results of the,evaluationofthemrifindingsonatendongraftaftertheanatomicanteriorcruciateligamentreconstructioninpatientswithversuswithouttheapplicationofplateletrichfibrinresultsofthe,2018,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca (2018) 85:5 (343-350). Date of Publication: 2018,Zeman+evaluationofthemrifindingsonatendongraftaftertheanatomicanteriorcruciateligamentreconstructioninpatientswithversuswithouttheapplicationofplateletrichfibrinresultsofthe+2018
,"Fu C.L., Yung S.H., Law K.Y., Leung K.H., Lui P.Y., Siu H.K., Chan K.M.",Fu,The effect of early whole-body vibration therapy on neuromuscular control after anterior cruciate ligament reconstruction: a randomized controlled trial.,theeffectofearlywholebodyvibrationtherapyonneuromuscularcontrolafteranteriorcruciateligamentreconstruction:arandomizedcontrolledtrial,2013,The American journal of sports medicine (2013) 41:4 (804-814). Date of Publication: Apr 2013,Fu+theeffectofearlywholebodyvibrationtherapyonneuromuscularcontrolafteranteriorcruciateligamentreconstruction:arandomizedcontrolledtrial+2013
,"Ahldén M., Sernert N., Karlsson J., Kartus J.",Ahldén,A prospective randomized study comparing double- and single-bundle techniques for anterior cruciate ligament reconstruction.,aprospectiverandomizedstudycomparingdoubleandsinglebundletechniquesforanteriorcruciateligamentreconstruction,2013,The American journal of sports medicine (2013) 41:11 (2484-2491). Date of Publication: Nov 2013,Ahldén+aprospectiverandomizedstudycomparingdoubleandsinglebundletechniquesforanteriorcruciateligamentreconstruction+2013
,"Mutsuzaki H., Kanamori A., Ikeda K., Hioki S., Kinugasa T., Sakane M.",Mutsuzaki,Effect of calcium phosphate-hybridized tendon graft in anterior cruciate ligament reconstruction: a randomized controlled trial.,effectofcalciumphosphatehybridizedtendongraftinanteriorcruciateligamentreconstruction:arandomizedcontrolledtrial,2012,The American journal of sports medicine (2012) 40:8 (1772-1780). Date of Publication: Aug 2012,Mutsuzaki+effectofcalciumphosphatehybridizedtendongraftinanteriorcruciateligamentreconstruction:arandomizedcontrolledtrial+2012
,"Suomalainen P., Järvelä T., Paakkala A., Kannus P., Järvinen M.",Suomalainen,Double-bundle versus single-bundle anterior cruciate ligament reconstruction: a prospective randomized study with 5-year results.,doublebundleversussinglebundleanteriorcruciateligamentreconstruction:aprospectiverandomizedstudywith5yearresults,2012,The American journal of sports medicine (2012) 40:7 (1511-1518). Date of Publication: Jul 2012,Suomalainen+doublebundleversussinglebundleanteriorcruciateligamentreconstruction:aprospectiverandomizedstudywith5yearresults+2012
