id,uuid,study,year,title,abstract,data_source,doi,journal
11,PM-11,Jie et al. (2025),2025,Muscle mechanics and energetics in chronic ankle instability and copers during landing: Strategies for adaptive adjustments in locomotion pattern,"Individuals with chronic ankle instability (CAI) and copers typically exhibited aberrant landing kinematics. Altered kinematics might lead to changes in muscle loading, potentially affecting the energy demand of locomotion. Understanding alterations in muscle mechanics and energetics during landing could enhance the rehabilitation program design. Therefore, the objective of this study was to explore the muscle mechanics and energetics of individuals with CAI, copers, and healthy controls during single leg jump landing. Three groups, CAI, copers, and healthy individuals (total nÿ=ÿ66), performed the landing task, and data on 3D motion capture, ground reaction force (GRF), and muscle activation were simultaneously collected. A musculoskeletal model was applied to estimate muscle force and mechanical power. Compared to healthy groups, individuals with CAI showed increased peak muscle forces in the gluteus maximus (pÿ<ÿ0.001), gluteus medius (pÿ<ÿ0.001), vastus lateralis (pÿ<ÿ0.001), and peroneus longus (pÿ<ÿ0.001) during landing. Whereas copers exhibited higher peak muscle forces in the vastus lateralis (pÿ<ÿ0.05), medial gastrocnemius (pÿ<ÿ0.05), soleus (pÿ<ÿ0.05), and peroneus longus (pÿ<ÿ0.001). Additionally, negative mechanical power redistribution in CAI shifted from the ankle to the hip (pÿ<ÿ0.001), while copers exhibited a similar redistribution from the ankle to the knee (pÿ<ÿ0.05). This study suggested that both CAI and copers exhibit biomechanical modifications in proximal joints. Copers showed a novel landing strategy aimed for enhancing landing stability, but with the risk of ACL injury. The identified energy redistribution observed in both CAI and copers could potentially contribute to the recurrent ankle sprains. This research facilitates a better understanding of how muscle mechanics and energy demands influence the landing pattern in individuals with CAI and copers.",PubMed/MEDLINE,10.1016/j.heliyon.2025.e41901,
12,PM-12,Jorge et al. (2025),2025,Anterior Cruciate Ligament Reconstruction and Double Extra-Articular Reinforcement,"This study describes a technique for double extra-articular reinforcement associated with anterior cruciate ligament (ACL) reconstruction for patients with both internal and external rotational instability, using reinforcements from the hamstrings and the anterior half of the peroneus longus muscle. The technique involves using 2 reinforcements: one for anterolateral stabilization and the other for anteromedial stabilization. The procedure follows a detailed algorithm for diagnosing rotational instability through physical examination under anesthesia. This approach offers a solution for complex ACL injuries involving bidirectional rotational instability, aiming to optimize knee stability and reduce failure rates in ACL reconstruction.",PubMed/MEDLINE,10.1016/j.eats.2025.103456,
13,PM-13,Karapinar et al. (2025),2025,An Evaluation of the Effect on Ankle Stability of the Peroneus Longus Tendon Graft Used in Anterior Cruciate Ligament Reconstruction,"BACKGROUND: Previous studies have focused on the effect of the peroneus longus tendon graft on the knee; in this study, we focused on its impact on the ankle. Injuries to the anterior cruciate ligament (ACL) are frequently observed in sports injuries. The peroneus longus tendon graft has rapidly gained a place in the literature; however, very few studies have been conducted on the foot-ankle region stability of this tendon. PURPOSE: To investigate the effect on this region of the peroneus longus tendon graft used in anterior cruciate ligament reconstruction (ACLR). STUDY DESIGN: Case series, Level of evidence 4. METHODS: The study included 20 out of 35 patients who met the inclusion criteria and had ACLR using a peroneus longus tendon graft at the same orthopaedics and traumatology clinic between January and December 2023.The demographic characteristics of the patients were recorded. Ankle strength measurements were performed, and all the patients were tested with the Y test, the flamingo test, the eyes closed balance test, and the standing on tiptoes test. The Foot and Ankle Disability Index and the American Orthopedic Foot and Ankle Score were recorded. RESULTS: The dynamometer measurements of the donor side and the contralateral side were compared. No statistically significant difference was determined between the 2 sides with respect to the ankle eversion and plantar flexion strength measurements (P = .096, P = .835, respectively). A significant result was obtained in the flamingo test (P = .049). No statistically significant difference was determined between the 2 sides with respect to the anterior, posterior, and lateral distances of the Y test (78.8 vs 78.6 cm, P = .973; 96.6 vs 80.4 cm, P = .053; 89.5 vs 95.0 cm, P = .357, respectively). In the examination of ankle functionality, no statistically significant difference was determined in the Foot and Ankle Disability Index and the American Orthopedic Foot and Ankle Score of the 2 sides (P = .798, P = .206, respectively). CONCLUSION: The peroneus longus tendon can be safely used as an alternative autograft in ACLR without causing donor site morbidity. There may be a deficit in balance test performance.",PubMed/MEDLINE,10.1177/23259671251371229,
14,PM-14,Khalil and Zawam (2025),2025,Comparative study of Peroneus longus tendon autograft versus Hamstring tendon autograft in arthroscopic anterior cruciate ligament reconstruction,"PURPOSE: The purpose of this study is to compare the functional outcomes and donor site morbidities after anterior cruciate ligament reconstruction (ACLR) using peroneus longus (PL) tendon versus hamstring (HST) tendon autografts. METHODS: The PL tendon autograft was used for ACLR in 36 patients, and in another group, ACLR was performed using the HST tendon autograft in 35 patients between September 2022 and April 2023. The knee functional outcomes were evaluated using the International Knee Documentation Committee (IKDC) and the Lysholm scores at preoperative and at 18 months following ACLR. In addition, the autograft diameter was measured intraoperatively in both groups. Ankle joint donor site morbidities were estimated using the American Orthopedic Foot and Ankle Score (AOFAS) in the PL autograft group. RESULTS: A total of 71 patients, who underwent ACLR, were assessed with a minimum follow-up of 18 months (range 18-20 months). The diameter of the PL tendon autograft was significantly greater than that of the HST tendon autograft (P?<?0.001). No significant differences were found in the functional outcomes between both groups at 18 months follow-up. Evaluation of the AOFAS showed no significant ankle joint dysfunction in the PL tendon autograft group. CONCLUSIONS: PL tendon autograft can be used as a safe and effective autograft choice for ACLR with excellent functional outcomes comparable to HST tendon autograft and minimal donor site morbidity. LEVEL OF EVIDENCE: Level II, Prospective randomized comparative study.",PubMed/MEDLINE,10.1007/s00264-025-06468-6,
15,PM-15,Kumar et al. (2025),2025,Comparison of Surgical and Non-Surgical Treatment of Anterior Cruciate Ligament Injury in Middle-Aged Population: A Prospective Cohort Study,"Background The anterior cruciate ligament (ACL) is one of the most commonly injured ligaments of the human body. The main mechanism of injury is usually when a pivoting injury occurs in which the tibia is translated anteriorly. At the same time, the knee is in a slight valgus and flexed attitude, and is predominantly found in contact sports like soccer. The variable symptoms that warrant medical attention usually include pain, swelling, knee giving way, difficulty ambulating, and reduced knee range of motion. The treatment usually depends on the patient's symptomatology, type of injury, the growth remaining in his or her growth plates, and activity goals. The purpose of the study is to determine the superior treatment modality for ACL injury in patients older than 40 years. Methodology The study was a prospective study conducted in the orthopedic outpatient department of a tertiary care center in northern India. A total of 60 patients were included in the study sample. Patients were divided into two treatment groups: Group A (n=30), consisting of conservatively managed patients, and Group B (n=30), consisting of surgically managed patients. Various symptoms during presentation were also noted in the study, which showed pain and instability as the predominant symptoms on presentation. Treatment modalities for ACL injury in our study include conservative management by physiotherapy and surgical management with ACL reconstruction using a peroneus longus autograft. The physiotherapy protocol and post-surgery rehabilitation protocol were kept the same to compare the outcome in both groups. The Lysholm knee scoring scale was used to calculate the functional outcome of conservatively and surgically managed groups before intervention and post-intervention at the first, third, sixth, and twelfth months. The data was collected and summarized in Microsoft Excel (Microsoft Corp., Redmond, WA) and analyzed with IBM Corp. Released 2012. IBM SPSS Statistics for Windows, Version 21.0. Armonk, NY: IBM Corp., using the ANOVA test, chi-square test, and paired t-test. A p-value of < 0.05 indicated a statistically significant difference. Results The study was conducted with two groups (group A: conservative; group B: surgical group) with comparable demographic profiles and slight male predominance, comparing the functional outcome of surgically and conservatively managed middle-aged patients with ACL injuries. The Lysholm knee scoring scale showed a poor pre-intervention score in both groups. This subsequently improved over a period of one year of study for both groups. After 12 months, a Lysholm Knee Score of 75.80ñ5.95 (group A) and 96.13ñ2.65 (group B), with a p-value of < 0.001, was noted, which showed a significantly superior functional outcome of surgical intervention in ACL injury as compared to conservative treatment in the study population. Conclusions Sixty patients over 40 years of age were taken up for the study, with more than two-thirds of the study population being male. The study showed the pre-intervention Lysholm knee scoring scale for both groups to be ""poor."" The score remained ""poor"" even after the first month post-intervention. After 12 months, a Lysholm Knee Score with an ""excellent"" outcome was noted in the surgical group (group B), which depicted an overall superior functional outcome of surgical intervention in ACL injury as compared to conservative treatment in the study population.",PubMed/MEDLINE,10.7759/cureus.84489,
16,PM-16,Liang and He (2025),2025,Harvesting of Peroneus Longus Tendon Autograft,"Autografts are always used in anterior cruciate ligament (ACL) reconstruction. Traditional sources, such as hamstring tendons, bone-patellar tendon-bone, and quadriceps tendon, are popular choices but may result in muscle imbalances and dynamic differences in knee kinematics. The peroneus longus tendon (PLT) has emerged as an alternative autograft for ACL reconstruction, offering comparable functional outcomes and avoiding interference with the flexor-extensor complexes of the knee. However, concerns about donor site paresthesia and ankle dysfunction have been raised in PLT harvesting. This article presents a detailed protocol for safely and effectively obtaining this autograft. The protocol emphasizes critical steps, modifications, and potential troubleshooting methods. In this study, we assessed functional scores, donor paresthesia, and other complications in 20 patients six months after PLT harvesting. Our findings indicate that this protocol for PLT acquisition did not result in significant complications. Therefore, we confirm the effectiveness of this protocol and offer guidance on essential preoperative preparations and surgical techniques.",PubMed/MEDLINE,10.3791/66390,
17,PM-17,Pontoh et al. (2025),2025,Anterior Knee Pain Evaluation Following Anterior Cruciate Ligament (ACL) Reconstruction Using Anterior Half of The Peroneus Longus (AHPL) Autograft,"INTRODUCTION: The anterior cruciate ligament (ACL) is crucial for knee stability and joint movement coordination. ACL injuries are common, often leading to knee instability and subsequent complications. ACL reconstruction is a standard treatment option, with various autograft sources available. The anterior half of the peroneus longus (AHPL) tendon has emerged as a potential alternative autograft. This study aimes to examine the anterior knee pain in ACL reconstruction using AHPL. MATERIALS AND METHODS: This study included 51 patients with ACL injuries undergoing ACL reconstruction using the AHPL tendon autograft. Patient demographics, surgical details, and Kujala scores were collected. RESULTS: The average age of our participants was 25.88 ñ 5.39 years, with mean BMI classified as obese. Significant improvements in Kujala and KOOS pain scores were observed between each data collection. There was a negative correlation between baseline and three and six months post-operatively Kujala and KOOS pain scores with BMI. DISCUSSION: The study findings suggest that ACL reconstruction using the AHPL tendon autograft significantly reduced anterior knee pain, as indicated by a better Kujala and KOOS pain score. Previous studies have highlighted concerns regarding anterior knee pain with other autograft sources, such as the patellar and hamstring tendons. The AHPL tendon autograft offers a promising alternative with favorable anterior knee pain and minimal donor site morbidity. CONCLUSION: In ACL reconstruction, the AHPL tendon autograft demonstrates excellent outcomes regarding anterior knee pain, as measured by the Kujala score.",PubMed/MEDLINE,10.2147/ORR.S495410,
18,PM-18,Pugazhendhi et al. (2025),2025,Comprehensive Arthroscopic Management of Multi-ligament Knee Injury: A Case Report,"INTRODUCTION: Multi-ligament knee injuries (MLKIs), involving damage to two or more major knee ligaments, present complex challenges in orthopedic surgery due to the intricacy of the injury and its significant impact on knee stability and function. These injuries often require specialized treatment strategies, with two-stage surgical reconstructions emerging as a viable option. This report examines a case of MLKI and the outcomes of a staged surgical approach to repair and reconstruct the affected knee ligaments. CASE REPORT: A 55-year-old female sustained a multi-ligament injury to her right knee after a twisting event, resulting in pain, swelling, and instability. The patient underwent a two-stage arthroscopic reconstruction, beginning with repair of the posterior cruciate ligament and posterolateral corner structures, followed by anterior cruciate ligament reconstruction. Autografts, including the bilateral peroneus longus and contralateral hamstrings, were used for the procedure. Her rehabilitation protocol emphasized early passive range of motion exercises, with delayed weight-bearing to promote effective healing. CONCLUSION: This case demonstrates the successful restoration of knee stability and function following a two-stage surgical approach to MLKI. The case underscores the need for individualized treatment plans and highlights the potential benefits of a phased procedure. While promising, further research is required to compare single-stage and two-stage approaches and to assess their long-term outcomes in managing complex MLKIs.",PubMed/MEDLINE,10.13107/jocr.2025.v15.i05.5608,
19,PM-19,Singh et al. (2025),2025,Evaluation of Ankle Complications after Peroneus Longus Tendon Harvesting for ACL Reconstruction,"BACKGROUND: Anterior cruciate ligament (ACL) injuries are common and debilitating, often requiring surgical reconstruction. The peroneus longus tendon (PLT) is a promising autograft for ACL reconstruction, with less donor site morbidity than traditional grafts like bone-patellar tendon-bone and hamstring tendons. This study evaluates donor site ankle morbidity after PLT harvesting for ACL reconstruction. MATERIALS AND METHODS: A retrospective observational study at an Indian Government Medical College and Hospital from February 2023 to October 2024 involved 56 patients with symptomatic ACL tears who underwent arthroscopic ACL reconstruction using PLT grafts. Donor site morbidity was assessed preoperatively and postoperatively using the visual analog scale for foot and ankle (VAS-FA) and American orthopaedic Foot and Ankle society (AOFAS) scores at 14 days, 4 weeks, 12 weeks, and 6 months. Data were analyzed with repeated measures analysis of variance. RESULTS: Participants had a mean age of 36.8 years and an average injury duration of 13.3 months. Donor site morbidity occurred in 66.1% of patients, mainly as mild pain and swelling, which improved significantly over time. VAS-FA scores dropped from 7.52 preoperatively to 2.05 at 6 months, and AOFAS scores increased from 54.8 to 80.0. Chronic injury duration (over 16 months) was associated with poorer recovery, while preoperative pain, gender, graft size, and weight-bearing duration had no significant impact on recovery outcomes. CONCLUSION: PLT harvesting for ACL reconstruction leads to minimal donor site morbidity, with mild pain and swelling that improve over time. PLT grafts offer a promising alternative to traditional autografts, providing comparable outcomes and fewer complications. Larger studies with longer follow-up are needed to confirm these results.",PubMed/MEDLINE,10.13107/jocr.2025.v15.i06.5718,
20,PM-20,Soleymanha et al. (2025),2025,Peroneus longus tendon harvest for ACL reconstruction yields good functional outcome of the ankle: A systematic review and meta-Analysis,"PURPOSE: The peroneus longus tendon (PLT) has emerged as a promising autograft option for anterior cruciate ligament (ACL) reconstruction, but concerns persist regarding donor-site morbidity and ankle functional outcomes. This systematic review and meta-analysis aimed to evaluate ankle performance following PLT harvest for ACL reconstruction. METHODS: This systematic review and meta-analysis performed by searching five databases (PubMed, Embase, Web of Science, Scopus, and the Cochrane Library) up to March 2025. Inclusion criteria included: ACL reconstruction using PLT autograft, ò6-month follow-up, and validated ankle outcomes (American Orthopaedic Foot And Ankle Society [AOFAS]/Foot and Ankle Disability Index [FADI] scores). Pooled effect sizes were calculated using random-effects models using R software (version 4.4.3). Heterogeneity was assessed via Iý statistics, and risk of bias was evaluated using JBI checklists. RESULTS: Twenty articles (1024 patients) were identified, comprising eleven prospective cohort studies and nine randomised clinical trials (RCT), based on title, abstract, and quality assessments. Meta-analysis demonstrated excellent postoperative ankle function, with pooled AOFAS scores of 96.0 (95% confidence interval [CI]: 92.6-99.3) at 6 months, 96.1 (93.9-98.2) at 12 months, and 97.2 (93.9-100.6) at 24 months. FADI scores similarly improved to 97.4 (96.0-98.9) by 6 months and 99.4 (98.7-100.1) at 24 months. Meta-regression revealed no significant association between age and AOFAS outcomes (??=?-0.23, p?=?0.36). Minor complications (e.g., transient hypaesthesia) occurred in 13%-23% of patients but resolved within months. No studies reported major nerve injuries or ankle instability. CONCLUSION: Peroneus longus tendon harvest for ACL reconstruction yields minimal donor-site morbidity, with consistently high AOFAS/FADI scores across all age groups. These findings support the safety of PLT autografts, though heterogeneity is evident, and the predominance of male participants and the regional focus of studies, mainly Asian populations, may affect generalisability. LEVEL OF EVIDENCE: Level II.",PubMed/MEDLINE,10.1002/ksa.70079,
21,PM-21,Sonarkar et al. (2025),2025,Addition of Modified Lemaire Lateral Extra-Articular Tenodesis in a Single stage Revision Anterior Cruciate Ligament Reconstruction using Peroneus Longus Tendon: A Prospective Study,"INTRODUCTION: The purpose of this study is to assess the outcomes of patients that underwent single-stage revision ACL reconstruction (ACLR) with peroneus longus tendon (PLT), augmented with lateral extra-articular tenodesis (LET) using the modified Lemaire technique. MATERIAL AND METHODS: All the 18 patients underwent arthroscopic single-stage revision ACLR using autologous PLT with an additional modified Limier LET procedure. Patients were thoroughly assessed pre- and post-operatively by the Lachman test, the pivot shift test, and the side-to-side difference by the Rolimeter. Functional evaluation was done with the help of the Lysholm score, the IKDC subjective score, Tegner score, VAS score, MARX activity rating scale and The American Orthopaedic Foot and Ankle Society (AOFAS) score. Post-operatively, patient satisfaction, return to sport, and physical activity were also recorded. SPSS ver. 22.0 software was used. Wilcoxon test, paired and unpaired t-tests were used to compare variables. Statistical significance was determined by a two-sided p-value <0.05. RESULTS: Regarding subjective evaluations; post-operative residual laxity, and return to sport and physical activity, all of the patients demonstrated excellent results. Post-operatively, there was significant improvement in the anterior knee laxity. According to the Marx Activity Rating Scale, the extent of sports engagement was significantly increased at 18 months following surgery (p<0.001). According to the AOFAS score (p=0.38), there were no documented significant donor site morbidities. CONCLUSION: Single-stage revision ACLR using PLT with an additional modified Lemaire LET procedure results in a significant reduction in residual knee laxity with good clinical outcomes and a high return to play and physical activity.",PubMed/MEDLINE,10.5704/MOJ.2503.004,
22,PM-22,Velio?lu et al. (2025),2025,Harvesting the Full Thickness Peroneus Longus Tendon Is Not Associated With Structural Foot Impairments: A 12- to 23-Year Follow-up Study,"BACKGROUND: The peroneus longus tendon (PLT) autograft is suggested as a promising alternative graft option for reconstructive procedures supported by a growing body of evidence indicating favorable results. However, concerns remain regarding long-term functional impairments of the foot and ankle after harvesting a full-thickness PLT. PURPOSE: To evaluate long-term donor site morbidity in patients who underwent anterior cruciate ligament reconstruction using a PLT autograft. STUDY DESIGN: Case series; Level of evidence, 4. METHODS: A retrospective review was performed to identify patients with harvested PLT autografts, and all eligible patients were invited to participate in a clinical examination at the hospital. To evaluate their range of motion, all included patients underwent a physical examination. Clinical outcomes were measured using the American Orthopaedic Foot and Ankle Society (AOFAS) score and the Activities of Daily Living and Sports subscales of the Foot and Ankle Ability Measure (FAAM-ADL and FAAM-S). To evaluate foot and ankle structural changes, the intermetatarsal angle (IMA), hallux valgus angle (HVA), arc height index (AHI), lateral talo-first metatarsal angle (LTFMA), calcaneal pitch angle (CPA), and metatarsal angle (MA) were measured in the PLT harvested side and the contralateral side. RESULTS: A total of 26 patients who were available for the final follow-up were included in this study. The mean age of the patients at the final follow-up was 45.7 ñ 9.5 years. The mean follow-up time was 19.5 ñ 3.4 years. AOFAS scores were excellent in 92.3% of patients (n = 24) and good in 7.7% (n = 2). The mean FAAM-ADL score was 99.6 ñ 1.86. The mean FAAM-S score was 98.1 ñ 5.94. No statistically significant differences were observed between the PLT harvested side and the contralateral side for any of the measured parameters-including the IMA, HVA, AHI, LTFMA, CPA, and MA. CONCLUSION: This study demonstrated good to excellent long-term patient-reported outcomes and negligible radiographic changes after harvesting the full thickness PLT compared with the contralateral side. These long-term data strongly support PLT harvesting as an alternative graft choice and suggest that this method does not alter the natural history of foot and ankle structures.",PubMed/MEDLINE,10.1177/23259671251320659,
23,PM-23,Yuncu (2025),2025,Letter to the Editor: Comparison of peroneus longus tendon and hamstring tendon autografts in arthroscopic ACL reconstruction,,PubMed/MEDLINE,10.1007/s00264-025-06557-6,
