doi,first_author,short_title,year,sTITLE+fAUTHOR+YEAR
10.1177/03635465030310022101,Otsuka ,comparisonofthreetechniquesofanteri,2003,comparisonofthreetechniquesofanteriOtsuka 2003
10.1177/03635465030310010501,Jansson ,aprospectiverandomizedstudyofpatell,2003,aprospectiverandomizedstudyofpatellJansson 2003
10.1177/03635465030310011401,Ejerhed ,patellartendonorsemitendinosustendo,2003,patellartendonorsemitendinosustendoEjerhed 2003
10.1177/03635465020300061601,Drogset ,anteriorcruciateligamentreconstruct,2002,anteriorcruciateligamentreconstructDrogset 2002
10.2106/00004623-200209000-00001,Beynnon ,anteriorcruciateligamentreplacement,2002,anteriorcruciateligamentreplacementBeynnon 2002
10.1034/j.1600-0838.2002.120203.x,Henriksson ,rangeofmotiontraininginbracevsplast,2002,rangeofmotiontraininginbracevsplastHenriksson 2002
10.1034/j.1600-0838.2002.120109.x,Sernert ,comparisonoffunctionaloutcomeaftera,2002,comparisonoffunctionaloutcomeafteraSernert 2002
10.1177/03635465020300041201,Pinczewski ,afiveyearcomparisonofpatellartendon,2002,afiveyearcomparisonofpatellartendonPinczewski 2002
10.1302/0301-620X.84B3.12400,Nau ,anewgenerationofartificialligaments,2002,anewgenerationofartificialligamentsNau 2002
10.1177/03635465020300011801,Hess ,singleversustwoincisiontechniqueina,2002,singleversustwoincisiontechniqueinaHess 2002
10.1177/03635465020300021201,Shaieb ,aprospectiverandomizedcomparisonofp,2002,aprospectiverandomizedcomparisonofpShaieb 2002
10.1007/s004020100290,Pape ,bloodlossinanteriorcruciateligament,2001,bloodlossinanteriorcruciateligamentPape 2001
10.1007/s001670000179,Ejerhed ,preconditioningpatellartendonautogr,2001,preconditioningpatellartendonautogrEjerhed 2001
10.1053/jars.2001.25277,Mariani ,transcondylarscrewfixationinanterio,2001,transcondylarscrewfixationinanterioMariani 2001
10.1034/j.1600-0838.2001.011002110.x,Brandsson ,isakneebraceadvantageousafteranteri,2001,isakneebraceadvantageousafteranteriBrandsson 2001
10.1053/jars.2001.21509,Fink ,tibialtunnelenlargementfollowingant,2001,tibialtunnelenlargementfollowingantFink 2001
10.1053/jars.2001.21785,Barrett ,theeffectofworkers'compensationoncl,2001,theeffectofworkers'compensationonclBarrett 2001
10.1177/03635465010290060901,Aune ,fourstrandhamstringtendonautograftc,2001,fourstrandhamstringtendonautograftcAune 2001
10.1302/0301-620X.83B3.11685,Eriksson ,acomparisonofquadruplesemitendinosu,2001,acomparisonofquadruplesemitendinosuEriksson 2001
10.1177/03635465010290031501,Ahmad ,anteriorcruciateligamentfunctionaft,2001,anteriorcruciateligamentfunctionaftAhmad 2001
10.1177/03635465010290030201,Anderson ,anteriorcruciateligamentreconstruct,2001,anteriorcruciateligamentreconstructAnderson 2001
10.1007/s00068-001-1089-4,Hofmann ,anteriorcruciateligamentreconstruct,2001,anteriorcruciateligamentreconstructHofmann 2001
10.1007/s001130050634,Fremerey ,proprioceptioninanteriorcruciatelig,2000,proprioceptioninanteriorcruciateligFremerey 2000
10.1007/s001130050567,Hackl ,metallversusbioabsorbablepolyglycon,2000,metallversusbioabsorbablepolyglyconHackl 2000
10.1053/jars.2000.4633,Fink ,bioabsorbablepolyglyconateinterfere,2000,bioabsorbablepolyglyconateinterfereFink 2000
10.1177/03635465000280050501,Shelbourne ,primaryanteriorcruciateligamentreco,2000,primaryanteriorcruciateligamentrecoShelbourne 2000
10.1007/s001670050166,Jansson ,bonetunnelenlargementafteranteriorc,1999,bonetunnelenlargementafteranteriorcJansson 1999
10.1007/s002640050357,Järvelä ,bonepatellartendonbonereconstructio,1999,bonepatellartendonbonereconstructioJärvelä 1999
10.1053/ar.1999.v15.015046001,McGuire ,bioabsorbableinterferencescrewsforg,1999,bioabsorbableinterferencescrewsforgMcGuire 1999
10.1007/s001670050141,Sernert ,analysisofsubjectiveobjectiveandfun,1999,analysisofsubjectiveobjectiveandfunSernert 1999
10.1007/s001670050142,Gebhard ,ultrasoundevaluationofgravityinduce,1999,ultrasoundevaluationofgravityinduceGebhard 1999
10.1007/s001130050308,Gerich ,endoscopicversuslimitedopentechniqu,1998,endoscopicversuslimitedopentechniquGerich 1998
10.1016/S0749-8063(98)70022-2,van ,theeffectofdifferentgrafttensioning,1998,theeffectofdifferentgrafttensioningvan 1998
10.1007/s001670050075,Marcacci ,arthroscopicintraandextraarticulara,1998,arthroscopicintraandextraarticularaMarcacci 1998
10.1007/s001670050077,Brandsson ,closingpatellartendondefectsafteran,1998,closingpatellartendondefectsafteranBrandsson 1998
10.1007/s001670050078,Muellner ,nobenefitofbracingontheearlyoutcome,1998,nobenefitofbracingontheearlyoutcomeMuellner 1998
10.1007/s002640050141,Al-Zarahini ,anteriorcruciateligamentreconstruct,1997,anteriorcruciateligamentreconstructAl-Zarahini 1997
10.1007/s001670050052,Gerich ,oneversustwoincisiontechniqueforant,1997,oneversustwoincisiontechniqueforantGerich 1997
10.1007/s001670050016,Feller ,useofanextensionassistingbracefollo,1997,useofanextensionassistingbracefolloFeller 1997
10.1111/j.1600-0838.1996.tb00099.x,Thuresson ,anteriorcruciateligamentreconstruct,1996,anteriorcruciateligamentreconstructThuresson 1996
10.1177/036354659602400612,MacDonald ,proprioceptioninanteriorcruciatelig,1996,proprioceptioninanteriorcruciateligMacDonald 1996
10.1111/j.1600-0838.1995.tb00059.x,Grøntvedt ,comparisonbetweentwotechniquesforsu,1995,comparisonbetweentwotechniquesforsuGrøntvedt 1995
10.1016/0749-8063(95)90129-9,Barber ,preliminaryresultsofanabsorbableint,1995,preliminaryresultsofanabsorbableintBarber 1995
10.1123/jsr.2.3.171,McCarthy ,effectsofcontinuouspassivemotionona,1993,effectsofcontinuouspassivemotiononaMcCarthy 1993
10.1177/036354659202000205,Rosen ,theefficacyofcontinuouspassivemotio,1992,theefficacyofcontinuouspassivemotioRosen 1992
10.1177/036354659001800605,Engebretsen ,aprospectiverandomizedstudyofthrees,1990,aprospectiverandomizedstudyofthreesEngebretsen 1990
10.18502/jost.v11i1.18008,Patel ,evaluationoffunctionaloutcomesofant,2025,evaluationoffunctionaloutcomesofantPatel 2025
10.1016/j.eats.2024.103085,Tollefson ,ananatomicreconstructionofboththean,2024,ananatomicreconstructionofboththeanTollefson 2024
10.1016/j.jorep.2023.100259,Saxena ,shorttermfunctionaloutcomeofanterio,2024,shorttermfunctionaloutcomeofanterioSaxena 2024
10.7507/1002-1892.202402054,Yu ,earlyeffectivenessoflocalinjectiono,2024,earlyeffectivenessoflocalinjectionoYu 2024
10.1007/s00590-023-03522-0,Mousavi ,evaluationtheresultsofanteriorcruci,2023,evaluationtheresultsofanteriorcruciMousavi 2023
10.1016/j.asmr.2022.07.010,Wan ,theuseoffivestrandhamstringautograf,2022,theuseoffivestrandhamstringautografWan 2022
10.2340/jrm.v54.2550,Vieira ,comparisonofquadricepsandhamstringm,2022,comparisonofquadricepsandhamstringmVieira 2022
10.1007/s00590-021-03032-x,Vaughn ,theoutcomesofquadricepstendonautogr,2022,theoutcomesofquadricepstendonautogrVaughn 2022
10.1007/s00590-021-02912-6,Kulshrestha ,originalstudy:earlypatientreportedf,2021,originalstudy:earlypatientreportedfKulshrestha 2021
10.1249/MSS.0000000000002603,Peebles ,landingasymmetryisassociatedwithpsy,2021,landingasymmetryisassociatedwithpsyPeebles 2021
10.5115/acb.20.176,Raja ,assessmentofthicknessofinvivoautogr,2021,assessmentofthicknessofinvivoautogrRaja 2021
10.1007/s00167-020-06040-2,Banios ,soakingofautograftswithvancomycinis,2021,soakingofautograftswithvancomycinisBanios 2021
10.1007/s00167-020-05973-y,Murgier ,effectivenessofthickerhamstringorpa,2021,effectivenessofthickerhamstringorpaMurgier 2021
10.1055/s-0039-1700809,Kawaguchi ,chronologicalchangesinanteriorknees,2021,chronologicalchangesinanteriorkneesKawaguchi 2021
10.1016/j.jts.2020.08.005,Abib-Djaafar ,theinterestofacceleratedrehabilitat,2020,theinterestofacceleratedrehabilitatAbib-Djaafar 2020
10.1089/ten.tea.2020.0057,Barnett ,femaleshaveearliermusclestrengthand,2020,femaleshaveearliermusclestrengthandBarnett 2020
10.1007/s40279-020-01276-x,Sinding ,effectsofautografttypesonmusclestre,2020,effectsofautografttypesonmusclestreSinding 2020
10.1007/s00167-019-05456-9,Kouloumentas ,superiorkneeflexorstrengthat2â year,2019,superiorkneeflexorstrengthat2â yearKouloumentas 2019
10.7507/1002-1892.201902059,Liu ,effectofisokinetictrainingofthighmu,2019,effectofisokinetictrainingofthighmuLiu 2019
10.1177/0363546519861530,Shumborski ,arandomizedcontrolledtrialofpeekver,2019,arandomizedcontrolledtrialofpeekverShumborski 2019
10.1186/s12891-019-2653-6,Tajima ,earlyweightbearingafteranteriorcruc,2019,earlyweightbearingafteranteriorcrucTajima 2019
10.1016/j.jcot.2018.04.018,Gupta ,comparisonofpatellartendonversusham,2019,comparisonofpatellartendonversushamGupta 2019
10.1016/j.jos.2018.06.014,Tachibana ,femoraltunnelenlargementafteranatom,2018,femoraltunnelenlargementafteranatomTachibana 2018
10.1016/j.jcot.2018.03.003,Mukhopadhyay ,anteriorkneepainfollowingbptbgrafth,2018,anteriorkneepainfollowingbptbgrafthMukhopadhyay 2018
10.1016/j.arthro.2017.04.012,Larson ,generalizedhypermobilitykneehyperex,2017,generalizedhypermobilitykneehyperexLarson 2017
10.1016/j.jcot.2017.06.015,Khare ,randomisedcomparisonofpretensioning,2017,randomisedcomparisonofpretensioningKhare 2017
10.1177/2325967116685525,Kiekara ,femoralandtibialtunneldiameterandbi,2017,femoralandtibialtunneldiameterandbiKiekara 2017
10.1007/s00590-016-1809-4,Biswal ,correlationoftunnelwideningandtunne,2016,correlationoftunnelwideningandtunneBiswal 2016
10.5606/ehc.2016.02,Akkaya ,sonoelastographicevaluationofthedis,2016,sonoelastographicevaluationofthedisAkkaya 2016
10.3969/j.issn.2095-4344.2015.29.010,Wang ,anteriorcruciateligamentreconstruct,2015,anteriorcruciateligamentreconstructWang 2015
10.1016/j.arthro.2015.01.013,Schimoler ,quadrupledhamstringgraftstrengthasa,2015,quadrupledhamstringgraftstrengthasaSchimoler 2015
10.1007/s00167-014-2890-z,Karimi ,roleofgracilisharvestinginfourstran,2015,roleofgracilisharvestinginfourstranKarimi 2015
10.3969/j.issn.2095-4344.2014.51.023,Li ,autologoushamstringtendonforanterio,2014,autologoushamstringtendonforanterioLi 2014
10.1016/j.aorn.2013.08.021,Rozakis ,theroleofthernfainanteriorcruciatel,2014,theroleofthernfainanteriorcruciatelRozakis 2014
10.1177/230949901402200117,Nakase ,graftedtendonhealinginfemoralandtib,2014,graftedtendonhealinginfemoralandtibNakase 2014
10.1177/2325967114S00236,Paz ,hightibialvalgusosteotomyandconcomi,2014,hightibialvalgusosteotomyandconcomiPaz 2014
10.1007/s00590-013-1248-4,Gadéa ,kneepainafteranteriorcruciateligame,2014,kneepainafteranteriorcruciateligameGadéa 2014
10.1016/j.arthro.2014.02.016,Taketomi ,eccentricfemoraltunnelwideninginana,2014,eccentricfemoraltunnelwideninginanaTaketomi 2014
10.1016/j.arthro.2013.12.014,Matsumoto ,reductionoftunnelenlargementwithuse,2014,reductionoftunnelenlargementwithuseMatsumoto 2014
10.1007/s00167-012-2341-7,Zhang ,theeffectofremnantpreservationontib,2014,theeffectofremnantpreservationontibZhang 2014
10.1177/0363546513499140,McRae ,ipsilateralversuscontralateralhamst,2013,ipsilateralversuscontralateralhamstMcRae 2013
10.7417/CT.2013.1540,Iorio ,nanohydroxyapatitebasedbonegraftsub,2013,nanohydroxyapatitebasedbonegraftsubIorio 2013
10.1007/s00167-012-2323-9,Koutras ,shorttermfunctionalandclinicaloutco,2013,shorttermfunctionalandclinicaloutcoKoutras 2013
10.1007/s00064-012-0227-y,Petersen ,anatomicreconstructionoftheanterior,2013,anatomicreconstructionoftheanteriorPetersen 2013
10.1016/j.jts.2012.12.002,Pinheiro ,functionandphysicalactivitylevel2to,2013,functionandphysicalactivitylevel2toPinheiro 2013
10.1007/s00776-013-0427-9,Inagaki ,prospectiveclinicalcomparisonsofsem,2013,prospectiveclinicalcomparisonsofsemInagaki 2013
10.1302/0301-620X.95B1.30487,Mirzatoloui ,theimpactofplateletrichplasmaonthep,2013,theimpactofplateletrichplasmaonthepMirzatoloui 2013
10.1016/j.arthro.2012.10.021,Bourke ,randomizedcontrolledtrialofosteocon,2013,randomizedcontrolledtrialofosteoconBourke 2013
10.1016/j.arthro.2012.07.007,Hwang ,doespressfittechniquereducetunnelvo,2013,doespressfittechniquereducetunnelvoHwang 2013
10.1016/j.otsr.2012.07.001,Plaweski ,evaluationofacomputerassistednaviga,2012,evaluationofacomputerassistednavigaPlaweski 2012
10.1177/0363546512449618,Mutsuzaki ,effectofcalciumphosphatehybridizedt,2012,effectofcalciumphosphatehybridizedtMutsuzaki 2012
10.1186/1758-2555-4-9,Tajima ,arthroscopicanatomicaldoublebundlea,2012,arthroscopicanatomicaldoublebundleaTajima 2012
10.1007/s00132-012-1898-7,Lahner ,outcome4yearsafterisolatedsinglebun,2012,outcome4yearsafterisolatedsinglebunLahner 2012
10.1016/j.knee.2012.02.005,Lui ,arandomizedcontrolledtrialcomparing,2012,arandomizedcontrolledtrialcomparingLui 2012
10.1016/j.knee.2010.10.008,Singh ,theuseofintraoperativeimageintensif,2011,theuseofintraoperativeimageintensifSingh 2011
10.1007/s00167-011-1399-y,Isberg ,willearlyreconstructionpreventabnor,2011,willearlyreconstructionpreventabnorIsberg 2011
10.1016/j.arthro.2011.02.009,Sabat ,tunnelwideningafteranteriorcruciate,2011,tunnelwideningafteranteriorcruciateSabat 2011
10.1016/j.arthro.2010.08.015,Sadoghi ,impactoftibialandfemoraltunnelposit,2011,impactoftibialandfemoraltunnelpositSadoghi 2011
10.1007/s00264-010-1037-1,Sadoghi ,reconstructionoftheanteriorcruciate,2011,reconstructionoftheanteriorcruciateSadoghi 2011
10.1016/j.knee.2010.09.004,Lee ,comparativeoutcomeanalysisofmalposi,2011,comparativeoutcomeanalysisofmalposiLee 2011
10.1589/jpts.22.195,Koçak ,effectofproprioceptiverehabilitatio,2010,effectofproprioceptiverehabilitatioKoçak 2010
10.1142/S0218957710002570,Acharya ,kneedislocationwithmultiligamentinj,2010,kneedislocationwithmultiligamentinjAcharya 2010
10.1007/s00113-010-1829-1,Felmet ,implantfreeanteriorcruciateligament,2010,implantfreeanteriorcruciateligamentFelmet 2010
10.1177/0363546510361952,Stener ,alongtermprospectiverandomizedstudy,2010,alongtermprospectiverandomizedstudyStener 2010
10.1007/s00113-010-1789-5,Hertel ,implantfreeanteriorcruciateligament,2010,implantfreeanteriorcruciateligamentHertel 2010
10.1007/s00508-010-1340-2,Vogrin ,theeffectofplateletderivedgrowthfac,2010,theeffectofplateletderivedgrowthfacVogrin 2010
10.1302/0301-620X.92B4.22973,Raviraj ,acomparisonofearlyanddelayedarthros,2010,acomparisonofearlyanddelayedarthrosRaviraj 2010
10.3969/j.issn.1673-8225.2010.12.041,Dou ,integratiyofpostoperativeanteriorcr,2010,integratiyofpostoperativeanteriorcrDou 2010
10.1177/0363546509350914,Keays ,factorsinvolvedinthedevelopmentofos,2010,factorsinvolvedinthedevelopmentofosKeays 2010
10.1177/0363546509349490,Şekir ,earlyversuslatestartofisokineticham,2010,earlyversuslatestartofisokinetichamŞekir 2010
10.1111/j.1445-2197.2009.05128.x,Price ,prospectiverandomizedcomparisonofen,2010,prospectiverandomizedcomparisonofenPrice 2010
10.1055/s-0029-1240737,Basad ,comparativestudyafterhamstringaclpl,2010,comparativestudyafterhamstringaclplBasad 2010
10.1007/s11999-009-0961-0,Kim ,doesseverityorspecificjointlaxityin,2010,doesseverityorspecificjointlaxityinKim 2010
10.1177/0363546509347096,Aglietti ,comparisonbetweensingleanddoublebun,2010,comparisonbetweensingleanddoublebunAglietti 2010
10.1007/s00167-009-0844-7,Sastre ,doublebundleversussinglebundleaclre,2010,doublebundleversussinglebundleaclreSastre 2010
10.1302/0301-620X.91B10.21886,Ibrahim ,anteriorcruciateligamentreconstruct,2009,anteriorcruciateligamentreconstructIbrahim 2009
10.1016/j.otsr.2009.03.009,Robert ,anewkneearthrometerthegnrbâ®:experi,2009,anewkneearthrometerthegnrbâ®:experiRobert 2009
10.1177/0363546508328114,Marcacci ,anteriorcruciateligamentreconstruct,2009,anteriorcruciateligamentreconstructMarcacci 2009
10.2106/JBJS.H.01371,Woo ,evaluationofkneestabilitywithuseofa,2009,evaluationofkneestabilitywithuseofaWoo 2009
10.1016/j.arthro.2008.09.009,Nag ,tubercularinfectionafterarthroscopi,2009,tubercularinfectionafterarthroscopiNag 2009
10.1007/s00064-008-1412-x,Schneider ,anteriorcruciateligamentreconstruct,2008,anteriorcruciateligamentreconstructSchneider 2008
10.1016/j.jts.2008.07.008,Savalli ,aclreconstructionincompetitionathle,2008,aclreconstructionincompetitionathleSavalli 2008
10.1007/s00167-008-0593-z,Moisala ,comparisonofthebioabsorbableandmeta,2008,comparisonofthebioabsorbableandmetaMoisala 2008
10.1111/j.1600-0838.2007.00697.x,Zaffagnini ,st/gaclreconstruction:doublestrandp,2008,st/gaclreconstruction:doublestrandpZaffagnini 2008
10.1007/s00113-008-1468-y,Schofer ,arthroscopicallyassistedcombinedant,2008,arthroscopicallyassistedcombinedantSchofer 2008
10.1177/0363546508317123,Kondo ,prospectiveclinicalcomparisonsofana,2008,prospectiveclinicalcomparisonsofanaKondo 2008
10.1016/j.arthro.2008.02.011,Myers ,bioabsorbableversustitaniuminterfer,2008,bioabsorbableversustitaniuminterferMyers 2008
10.1016/j.arthro.2008.02.010,Ferretti ,minimizinginternalrotationstrengthd,2008,minimizinginternalrotationstrengthdFerretti 2008
10.3928/01477447-20080601-21,Mehta ,theeffectofketorolaconanteroposteri,2008,theeffectofketorolaconanteroposteriMehta 2008
10.1007/s00167-008-0519-9,Benazzo ,effectsofbiophysicalstimulationinpa,2008,effectsofbiophysicalstimulationinpaBenazzo 2008
10.1177/0363546507312164,Bottoni ,postoperativerangeofmotionfollowing,2008,postoperativerangeofmotionfollowingBottoni 2008
10.1007/s00167-007-0426-5,Papachristou ,arthroscopicaclreconstructionwithî”,2008,arthroscopicaclreconstructionwithî”Papachristou 2008
10.1007/s00167-007-0480-z,Streich ,reconstructionoftheaclwithasemitend,2008,reconstructionoftheaclwithasemitendStreich 2008
10.1016/j.arthro.2007.11.013,Siebold ,prospectiverandomizedcomparisonofdo,2008,prospectiverandomizedcomparisonofdoSiebold 2008
10.1177/0363546507308360,Järvelä ,doublebundleanteriorcruciateligamen,2008,doublebundleanteriorcruciateligamenJärvelä 2008
10.2106/JBJS.F.01173,Kim ,anteriorcruciateligamentreconstruct,2008,anteriorcruciateligamentreconstructKim 2008
10.1055/s-2007-964912,Moisala ,musclestrengthevaluationsafteraclre,2007,musclestrengthevaluationsafteraclreMoisala 2007
10.1302/0301-620X.89B9.19339,Gohil ,anteriorcruciateligamentreconstruct,2007,anteriorcruciateligamentreconstructGohil 2007
10.1016/j.arthro.2007.01.022,Zhao ,doublebundleanteriorcruciateligamen,2007,doublebundleanteriorcruciateligamenZhao 2007
10.1007/s00167-006-0272-x,Hantes ,patellartendonlengthafteranteriorcr,2007,patellartendonlengthafteranteriorcrHantes 2007
10.1016/j.arthro.2007.04.010,Muneta ,aprospectiverandomizedstudyof4stran,2007,aprospectiverandomizedstudyof4stranMuneta 2007
10.1007/s00167-006-0254-z,Järvelä ,doublebundleversussinglebundleanter,2007,doublebundleversussinglebundleanterJärvelä 2007
10.1177/0363546506296042,Pinczewski ,a10yearcomparisonofanteriorcruciate,2007,a10yearcomparisonofanteriorcruciatePinczewski 2007
10.1007/s00167-006-0177-8,Ahn ,secondlookarthroscopicfindingsof208,2007,secondlookarthroscopicfindingsof208Ahn 2007
10.2106/JBJS.F.00385,Gerber ,effectsofearlyprogressiveeccentrice,2007,effectsofearlyprogressiveeccentriceGerber 2007
10.1097/BLO.0b013e31802bab3e,Tashman ,dynamicfunctionoftheaclreconstructe,2007,dynamicfunctionoftheaclreconstructeTashman 2007
10.1097/BLO.0b013e31802b4a0a,Georgoulis ,tibialrotationisnotrestoredafteracl,2007,tibialrotationisnotrestoredafteraclGeorgoulis 2007
10.1016/j.knee.2006.10.004,Ito ,aprospectivestudyof3dayversus2weeki,2007,aprospectivestudyof3dayversus2weekiIto 2007
10.1007/s00167-006-0100-3,Siebold ,anteriorcruciateligamentreconstruct,2006,anteriorcruciateligamentreconstructSiebold 2006
10.1016/j.arthro.2006.06.019,Almazán ,intraoperativeincidentsandcomplicat,2006,intraoperativeincidentsandcomplicatAlmazán 2006
10.1007/s00167-006-0050-9,Gobbi ,factorsaffectingreturntosportsafter,2006,factorsaffectingreturntosportsafterGobbi 2006
10.1177/0363546506288014,Laxdal ,biodegradableandmetallicinterferenc,2006,biodegradableandmetallicinterferencLaxdal 2006
10.1007/s00167-006-0034-9,Rose ,prospectiverandomizedclinicalcompar,2006,prospectiverandomizedclinicalcomparRose 2006
10.1007/s00167-005-0698-6,Gaulrapp ,intraarticularstabilizationafterant,2006,intraarticularstabilizationafterantGaulrapp 2006
10.1177/0363546505281806,Salmon ,genderdifferencesinoutcomeafterante,2006,genderdifferencesinoutcomeafteranteSalmon 2006
10.1016/j.arthro.2005.12.017,Yasuda ,clinicalevaluationofanatomicdoubleb,2006,clinicalevaluationofanatomicdoublebYasuda 2006
10.2519/jospt.2006.2197,Gerber ,earlyapplicationofnegativeworkviaec,2006,earlyapplicationofnegativeworkviaecGerber 2006
10.1016/j.arthro.2005.10.015,Adams ,residualstrengthofthequadricepsvers,2006,residualstrengthofthequadricepsversAdams 2006
10.1016/j.knee.2005.05.001,Zhao ,twobundleanteriorcruciateligamentre,2006,twobundleanteriorcruciateligamentreZhao 2006
10.1016/j.arthro.2005.08.023,Faunø ,tunnelwideningafterhamstringanterio,2005,tunnelwideningafterhamstringanterioFaunø 2005
10.1016/j.arthro.2005.07.003,Wilcox ,anteriorcruciateligamentreconstruct,2005,anteriorcruciateligamentreconstructWilcox 2005
10.1055/s-2005-858472,Pförringer ,subsequenttreatmentofsurgicallymana,2005,subsequenttreatmentofsurgicallymanaPförringer 2005
10.1177/0363546504273051,Grant ,comparisonofhomeversusphysicalthera,2005,comparisonofhomeversusphysicaltheraGrant 2005
10.1007/s00167-004-0578-5,Taşkiran ,proteoglycanfragmentsinanteriorcruc,2005,proteoglycanfragmentsinanteriorcrucTaşkiran 2005
10.1080/00016470510030689,Muren ,grossosteolytictibiatunnelwideningw,2005,grossosteolytictibiatunnelwideningwMuren 2005
10.1186/1471-2482-5-1,Stengel ,resorbablescrewsversuspinsforoptima,2005,resorbablescrewsversuspinsforoptimaStengel 2005
10.1177/0363546504267806,Yoo ,theeffectofanteriorcruciateligament,2005,theeffectofanteriorcruciateligamentYoo 2005
10.2298/ACI0502081B,Blagojević ,rigidfixpinsfixationandlcareconstru,2005,rigidfixpinsfixationandlcareconstruBlagojević 2005
10.2298/aci0502089n,Ninković ,comparisonofclinicalresultsofanteri,2005,comparisonofclinicalresultsofanteriNinković 2005
10.1177/230949900501300206,Tow ,comparing2yearoutcomesofanteriorcru,2005,comparing2yearoutcomesofanteriorcruTow 2005
10.1016/j.arthro.2004.12.002,Ibrahim ,clinicalevaluationofarthroscopicall,2005,clinicalevaluationofarthroscopicallIbrahim 2005
10.1016/j.arthro.2004.10.016,Gobbi ,hamstringanteriorcruciateligamentre,2005,hamstringanteriorcruciateligamentreGobbi 2005
10.1016/j.arthro.2004.09.013,Harilainen ,crosspinfemoralfixationversusmetali,2005,crosspinfemoralfixationversusmetaliHarilainen 2005
10.1177/0363546504268036,Hill ,theinfluenceofsupplementarytibialfi,2005,theinfluenceofsupplementarytibialfiHill 2005
10.1007/s00167-004-0498-4,Chen ,arthroscopicanteriorcruciateligamen,2004,arthroscopicanteriorcruciateligamenChen 2004
10.1007/s00113-004-0809-8,Sobau ,anteriorcruciateligamentreconstruct,2004,anteriorcruciateligamentreconstructSobau 2004
10.1136/bjsm.2002.001982,Smith ,subjectivefunctionalassessmentsandt,2004,subjectivefunctionalassessmentsandtSmith 2004
10.1007/s00167-003-0426-z,Zysk ,tunnelenlargementandchangesinsynovi,2004,tunnelenlargementandchangesinsynoviZysk 2004
10.1016/j.arthro.2004.06.009,Lee ,outcomeofanteriorcruciateligamentre,2004,outcomeofanteriorcruciateligamentreLee 2004
10.1007/s00167-003-0380-9,Robert ,theroleofperiostealflapintheprevent,2004,theroleofperiostealflapinthepreventRobert 2004
10.1007/BF02850339,Hersekli ,tunnelenlargementafterarthroscopica,2004,tunnelenlargementafterarthroscopicaHersekli 2004
10.1302/0301-620x.86b4.14856,Adachi ,reconstructionoftheanteriorcruciate,2004,reconstructionoftheanteriorcruciateAdachi 2004
10.1016/s0035-1040(04)70756-4,Boyer ,reliabilityofthekt1000arthrometer(m,2004,reliabilityofthekt1000arthrometer(mBoyer 2004
10.1177/0095399703258675,Arneja ,augmentationoffemoralfixationinhams,2004,augmentationoffemoralfixationinhamsArneja 2004
10.1249/01.MSS.0000084425.07852.7D,Rudroff ,functionalcapabilityisenhancedwiths,2003,functionalcapabilityisenhancedwithsRudroff 2003
10.1302/0301-620X.85B4.13743,Meighan ,outcomeafterreconstructionoftheante,2003,outcomeafterreconstructionoftheanteMeighan 2003
10.1007/s00142-001-0169-0,Gaulrapp ,resultsofdifferentsurgicaltreatment,2003,resultsofdifferentsurgicaltreatmentGaulrapp 2003
10.1177/03635465030310010501,Jansson ,aprospectiverandomizedstudyofpatell,2003,aprospectiverandomizedstudyofpatellJansson 2003
10.1177/03635465030310011401,Ejerhed ,patellartendonorsemitendinosustendo,2003,patellartendonorsemitendinosustendoEjerhed 2003
10.1053/jars.2003.50006,Reider ,proprioceptionofthekneebeforeandaft,2003,proprioceptionofthekneebeforeandaftReider 2003
10.1053/jars.2002.35142,Fanelli ,arthroscopicallyassistedcombinedant,2002,arthroscopicallyassistedcombinedantFanelli 2002
10.2106/00004623-200209000-00001,Beynnon ,anteriorcruciateligamentreplacement,2002,anteriorcruciateligamentreplacementBeynnon 2002
10.1053/jars.2002.30680,Takeuchi ,doublebundleanatomicanteriorcruciat,2002,doublebundleanatomicanteriorcruciatTakeuchi 2002
10.1034/j.1600-0838.2002.120203.x,Henriksson ,rangeofmotiontraininginbracevsplast,2002,rangeofmotiontraininginbracevsplastHenriksson 2002
10.3233/ies-2002-0088,Andrade ,kneeperformanceafteranteriorcruciat,2002,kneeperformanceafteranteriorcruciatAndrade 2002
10.1177/03635465020300041201,Pinczewski ,afiveyearcomparisonofpatellartendon,2002,afiveyearcomparisonofpatellartendonPinczewski 2002
10.1097/00003086-200205000-00024,Ohkoshi ,twostagereconstructionwithautograft,2002,twostagereconstructionwithautograftOhkoshi 2002
10.1177/03635465020300021201,Shaieb ,aprospectiverandomizedcomparisonofp,2002,aprospectiverandomizedcomparisonofpShaieb 2002
10.1177/03635465020300021301,Carter ,radiofrequencyelectrothermalshrinka,2002,radiofrequencyelectrothermalshrinkaCarter 2002
10.1007/s001130050733,Röpke ,semitendinosustendonvspatellarligam,2001,semitendinosustendonvspatellarligamRöpke 2001
10.1007/s001130050734,Pokar ,arthroscopicassistedanteriorcruciat,2001,arthroscopicassistedanteriorcruciatPokar 2001
10.1016/S0968-0160(01)00062-X,Beard ,hamstringsvspatellatendonforanterio,2001,hamstringsvspatellatendonforanterioBeard 2001
10.1016/s0749-8063(01)90002-7,Hamada ,singleversusbisocketanteriorcruciat,2001,singleversusbisocketanteriorcruciatHamada 2001
10.1053/jars.2001.25335,Mariani ,onestagearthroscopicallyassistedant,2001,onestagearthroscopicallyassistedantMariani 2001
